id,raw_x,raw_y,refined_x,refined_y,ra_deg,dec_deg,ra_hms,dec_dms,peak_adu,dao_flux,net_flux,flux_err,snr,mag_inst,mag_inst_err,mag_calibrated,mag_calibrated_err,airmass
Auto_921,4879.22,3856.45,4879.37,3856.59,145.64247,43.85093,09h42m34.19s,+43d51m03.4s,211.0,2355.000,3176.079,193.569,16.41,-8.755,0.066,14.942,0.130,1.1095
Auto_922,321.75,1003.15,321.75,1003.14,142.78305,43.83569,09h31m07.93s,+43d50m08.5s,289.0,2351.000,2938.382,192.136,15.29,-8.670,0.071,15.026,0.133,1.1095
Auto_923,2610.73,3479.13,2610.78,3479.25,144.51495,43.51356,09h38m03.59s,+43d30m48.8s,196.0,2344.000,3044.735,192.746,15.80,-8.709,0.069,14.988,0.132,1.1095
Auto_924,4756.26,778.12,4756.40,778.08,144.71644,44.83018,09h38m51.95s,+44d49m48.7s,214.0,2344.000,2961.612,192.727,15.37,-8.679,0.071,15.018,0.133,1.1095
Auto_925,5972.13,2910.02,5972.32,2910.06,145.87624,44.37906,09h43m30.30s,+44d22m44.6s,209.0,2328.000,2929.284,193.690,15.12,-8.667,0.072,15.030,0.133,1.1095
Auto_926,844.93,253.07,844.94,253.06,142.79507,44.18621,09h31m10.82s,+44d11m10.4s,290.0,2323.000,2865.479,191.964,14.93,-8.643,0.073,15.053,0.134,1.1095
Auto_927,4906.44,3890.68,4906.58,3890.80,145.66423,43.84520,09h42m39.42s,+43d50m42.7s,192.0,2316.000,3039.591,193.815,15.68,-8.707,0.069,14.989,0.132,1.1095
Auto_928,5672.04,2294.63,5672.25,2294.68,145.56734,44.52069,09h42m16.16s,+44d31m14.5s,184.0,2314.000,2857.339,193.621,14.76,-8.640,0.074,15.057,0.134,1.1095
Auto_929,5160.49,3404.33,5160.69,3404.44,145.64462,44.05521,09h42m34.71s,+44d03m18.8s,202.0,2311.000,3167.782,193.982,16.33,-8.752,0.066,14.945,0.131,1.1095
Auto_930,4503.29,3878.39,4503.44,3878.52,145.47862,43.76821,09h41m54.87s,+43d46m05.6s,205.0,2310.000,3090.830,193.486,15.97,-8.725,0.068,14.971,0.131,1.1095
Auto_931,1562.29,501.56,1562.27,501.59,143.18767,44.25790,09h32m45.04s,+44d15m28.4s,240.0,2302.000,2906.329,191.097,15.21,-8.658,0.071,15.038,0.133,1.1095
Auto_932,557.07,165.53,557.02,165.54,142.64177,44.15323,09h30m34.02s,+44d09m11.6s,272.0,2301.000,2955.435,191.511,15.43,-8.677,0.070,15.020,0.133,1.1095
Auto_933,397.92,4096.58,397.96,4096.64,143.70866,42.85960,09h34m50.08s,+42d51m34.5s,229.0,2294.000,2863.302,191.914,14.92,-8.642,0.073,15.054,0.134,1.1095
Auto_934,2574.98,2541.82,2575.07,2541.84,144.23248,43.81020,09h36m55.79s,+43d48m36.7s,196.0,2293.000,2968.573,192.601,15.41,-8.681,0.070,15.015,0.133,1.1095
Auto_935,1936.65,1929.65,1936.69,1929.66,143.77023,43.87614,09h35m04.85s,+43d52m34.1s,210.0,2281.000,2976.319,192.093,15.49,-8.684,0.070,15.012,0.132,1.1095
Auto_936,890.07,1492.08,890.09,1492.08,143.17690,43.79850,09h32m42.46s,+43d47m54.6s,274.0,2278.000,2809.050,191.752,14.65,-8.621,0.074,15.075,0.135,1.1095
Auto_937,4804.33,2496.23,4804.54,2496.26,145.22854,44.28043,09h40m54.85s,+44d16m49.5s,204.0,2276.000,2966.130,193.294,15.35,-8.680,0.071,15.016,0.133,1.1095
Auto_938,5804.56,3050.84,5804.74,3050.88,145.83909,44.29960,09h43m21.38s,+44d17m58.6s,195.0,2272.000,3040.714,194.167,15.66,-8.707,0.069,14.989,0.132,1.1095
Auto_939,937.46,969.59,937.49,969.57,143.04576,43.97621,09h32m10.98s,+43d58m34.4s,245.0,2259.000,2897.538,191.662,15.12,-8.655,0.072,15.041,0.133,1.1095
Auto_940,5791.66,2996.38,5791.79,2996.40,145.81808,44.31487,09h43m16.34s,+44d18m53.5s,203.0,2257.000,3097.954,194.791,15.90,-8.728,0.068,14.969,0.131,1.1095
Auto_941,2870.32,2476.60,2870.47,2476.62,144.34674,43.89221,09h37m23.22s,+43d53m32.0s,191.0,2245.000,3088.393,192.278,16.06,-8.724,0.068,14.972,0.131,1.1095
Auto_942,1246.78,2553.90,1246.83,2553.90,143.64234,43.53124,09h34m34.16s,+43d31m52.5s,229.0,2243.000,2845.776,191.923,14.83,-8.636,0.073,15.061,0.134,1.1095
Auto_943,55.74,2921.95,55.77,2921.97,143.22278,43.16525,09h32m53.47s,+43d09m54.9s,244.0,2237.000,2830.594,191.279,14.80,-8.630,0.073,15.067,0.134,1.1095
Auto_944,121.16,2142.53,121.14,2142.49,143.02632,43.42864,09h32m06.32s,+43d25m43.1s,233.0,2236.000,2768.737,191.194,14.48,-8.606,0.075,15.091,0.135,1.1095
Auto_945,964.49,3491.57,964.52,3491.58,143.78581,43.17070,09h35m08.60s,+43d10m14.5s,204.0,2235.000,2852.545,191.257,14.91,-8.638,0.073,15.058,0.134,1.1095
Auto_946,5804.17,720.40,5804.33,720.32,145.18076,45.06050,09h40m43.38s,+45d03m37.8s,206.0,2226.000,2845.540,194.137,14.66,-8.635,0.074,15.061,0.135,1.1095
Auto_947,4812.54,3669.66,4812.69,3669.78,145.56058,43.89861,09h42m14.54s,+43d53m55.0s,179.0,2225.000,2998.742,193.376,15.51,-8.692,0.070,15.004,0.132,1.1095
Auto_948,3250.15,143.91,3250.19,143.87,143.84489,44.72577,09h35m22.77s,+44d43m32.8s,236.0,2220.000,2794.564,191.982,14.56,-8.616,0.075,15.081,0.135,1.1095
Auto_949,2401.72,2371.26,2401.82,2371.28,144.10582,43.82970,09h36m25.40s,+43d49m46.9s,188.0,2220.000,2865.822,191.522,14.96,-8.643,0.073,15.053,0.134,1.1095
Auto_950,4948.77,3720.38,4948.92,3720.51,145.63630,43.90938,09h42m32.71s,+43d54m33.8s,178.0,2218.000,2860.100,193.448,14.78,-8.641,0.073,15.055,0.134,1.1095
Auto_951,3019.60,3981.48,3019.59,3981.58,144.83949,43.43405,09h39m21.48s,+43d26m02.6s,201.0,2215.000,3055.327,192.614,15.86,-8.713,0.068,14.984,0.132,1.1095
Auto_952,1240.00,392.67,1239.97,392.66,143.01181,44.22496,09h32m02.83s,+44d13m29.9s,275.0,2214.000,2795.757,191.791,14.58,-8.616,0.074,15.080,0.135,1.1095
Auto_953,6105.20,157.92,6105.34,157.83,145.15767,45.30320,09h40m37.84s,+45d18m11.5s,220.0,2214.000,2747.968,194.311,14.14,-8.598,0.077,15.099,0.136,1.1095
Auto_954,2670.61,3683.42,2670.57,3683.47,144.59941,43.45956,09h38m23.86s,+43d27m34.4s,209.0,2208.000,2975.083,192.229,15.48,-8.684,0.070,15.013,0.132,1.1095
Auto_955,6213.83,3964.02,6213.85,3964.07,146.27616,44.08133,09h45m06.28s,+44d04m52.8s,201.0,2207.000,2858.316,194.456,14.70,-8.640,0.074,15.056,0.134,1.1095
Auto_956,2300.12,3053.11,2300.20,3053.13,144.25502,43.58785,09h37m01.20s,+43d35m16.3s,198.0,2205.000,2802.796,193.019,14.52,-8.619,0.075,15.077,0.135,1.1095
Auto_957,2938.80,62.35,2938.84,62.38,143.67967,44.68730,09h34m43.12s,+44d41m14.3s,219.0,2205.000,2896.190,191.881,15.09,-8.655,0.072,15.042,0.133,1.1095
Auto_958,2438.09,1227.61,2438.15,1227.61,143.79246,44.20725,09h35m10.19s,+44d12m26.1s,221.0,2199.000,2915.745,192.406,15.15,-8.662,0.072,15.035,0.133,1.1095
Auto_959,1054.79,3037.48,1054.77,3037.50,143.69599,43.33558,09h34m47.04s,+43d20m08.1s,225.0,2195.000,2846.834,192.072,14.82,-8.636,0.073,15.061,0.134,1.1095
Auto_960,5783.27,2391.86,5783.41,2391.88,145.64543,44.51111,09h42m34.90s,+44d30m40.0s,199.0,2189.000,2669.799,193.388,13.81,-8.566,0.079,15.130,0.137,1.1095
Auto_961,2826.53,2874.37,2826.62,2874.42,144.44039,43.75409,09h37m45.69s,+43d45m14.7s,199.0,2178.000,3043.537,192.136,15.84,-8.708,0.069,14.988,0.132,1.1095
Auto_962,5265.24,4009.03,5265.38,4009.15,145.85911,43.87826,09h43m26.19s,+43d52m41.7s,185.0,2170.000,2771.989,193.550,14.32,-8.607,0.076,15.089,0.136,1.1095
Auto_963,2678.81,2000.14,2678.89,2000.15,144.12394,44.00722,09h36m29.75s,+44d00m26.0s,177.0,2170.000,2967.559,192.578,15.41,-8.681,0.070,15.015,0.133,1.1095
Auto_964,2005.88,2224.92,2005.93,2224.92,143.88629,43.79509,09h35m32.71s,+43d47m42.3s,199.0,2169.000,2751.724,191.724,14.35,-8.599,0.076,15.097,0.135,1.1095
Auto_965,1492.31,3472.37,1492.27,3472.37,144.01411,43.28581,09h36m03.39s,+43d17m08.9s,209.0,2167.000,2792.620,191.144,14.61,-8.615,0.074,15.081,0.135,1.1095
Auto_966,3693.32,3549.45,3693.42,3549.54,145.02138,43.71166,09h40m05.13s,+43d42m42.0s,193.0,2166.000,2914.910,192.846,15.12,-8.662,0.072,15.035,0.133,1.1095
Auto_967,3262.47,3122.94,3262.61,3123.02,144.70712,43.76267,09h38m49.71s,+43d45m45.6s,190.0,2162.000,2944.257,192.944,15.26,-8.672,0.071,15.024,0.133,1.1095
Auto_968,1681.58,261.18,1681.61,261.15,143.17078,44.36014,09h32m40.99s,+44d21m36.5s,239.0,2157.000,2691.670,191.616,14.05,-8.575,0.077,15.121,0.136,1.1095
Auto_969,4970.77,3334.54,4970.88,3334.60,145.53915,44.03998,09h42m09.40s,+44d02m23.9s,176.0,2152.000,3105.547,194.516,15.97,-8.730,0.068,14.966,0.131,1.1095
Auto_970,2223.33,3223.83,2223.41,3223.84,144.26921,43.51675,09h37m04.61s,+43d31m00.3s,200.0,2149.000,2833.159,191.638,14.78,-8.631,0.073,15.066,0.134,1.1095
Auto_971,6043.16,722.12,6043.36,722.06,145.29115,45.10773,09h41m09.88s,+45d06m27.8s,195.0,2142.000,2756.229,192.993,14.28,-8.601,0.076,15.096,0.136,1.1095
Auto_972,3489.66,453.11,3489.75,453.07,144.04390,44.67563,09h36m10.54s,+44d40m32.3s,190.0,2134.000,2757.238,190.893,14.44,-8.601,0.075,15.095,0.135,1.1095
Auto_973,1077.27,775.26,1077.28,775.27,143.05118,44.06799,09h32m12.28s,+44d04m04.8s,242.0,2129.000,2685.909,192.436,13.96,-8.573,0.078,15.124,0.137,1.1095
Auto_974,4925.98,3502.63,4926.13,3502.69,145.56560,43.97601,09h42m15.74s,+43d58m33.7s,163.0,2123.000,2723.844,193.849,14.05,-8.588,0.077,15.108,0.136,1.1095
Auto_975,188.12,3837.96,188.11,3837.97,143.54319,42.89923,09h34m10.37s,+42d53m57.2s,248.0,2120.000,2703.013,191.555,14.11,-8.580,0.077,15.117,0.136,1.1095
Auto_976,5412.90,1648.32,5413.09,1648.29,145.26618,44.67983,09h41m03.88s,+44d40m47.4s,169.0,2116.000,2803.630,192.772,14.54,-8.619,0.075,15.077,0.135,1.1095
Auto_977,238.37,1527.23,238.35,1527.24,142.89914,43.65035,09h31m35.79s,+43d39m01.3s,237.0,2115.000,2627.656,191.804,13.70,-8.549,0.079,15.147,0.137,1.1095
Auto_978,1825.86,2109.64,1825.87,2109.65,143.77254,43.79496,09h35m05.41s,+43d47m41.9s,200.0,2111.000,2800.393,191.913,14.59,-8.618,0.074,15.078,0.135,1.1095
Auto_979,3727.11,1569.98,3727.23,1569.96,144.47474,44.36276,09h37m53.94s,+44d21m45.9s,192.0,2109.000,2870.764,192.050,14.95,-8.645,0.073,15.051,0.134,1.1095
Auto_980,6174.62,2695.66,6174.81,2695.69,145.90890,44.48949,09h43m38.14s,+44d29m22.2s,181.0,2109.000,2844.764,193.765,14.68,-8.635,0.074,15.061,0.134,1.1095
Auto_981,4475.37,1873.60,4475.56,1873.58,144.90214,44.41684,09h39m36.51s,+44d25m00.6s,185.0,2099.000,2783.353,192.365,14.47,-8.611,0.075,15.085,0.135,1.1095
Auto_982,1007.00,3052.50,1006.97,3052.47,143.67913,43.32084,09h34m42.99s,+43d19m15.0s,202.0,2090.000,2750.033,191.527,14.36,-8.598,0.076,15.098,0.135,1.1095
Auto_983,3631.70,860.68,3631.80,860.64,144.22679,44.57315,09h36m54.43s,+44d34m23.4s,186.0,2087.000,2617.218,191.507,13.67,-8.545,0.079,15.152,0.138,1.1095
Auto_984,2107.17,834.41,2107.21,834.45,143.52924,44.26509,09h34m07.02s,+44d15m54.3s,217.0,2083.000,2757.957,191.500,14.40,-8.601,0.075,15.095,0.135,1.1095
Auto_985,2686.06,930.54,2686.14,930.54,143.81816,44.35478,09h35m16.36s,+44d21m17.2s,210.0,2079.000,2863.042,191.311,14.97,-8.642,0.073,15.054,0.134,1.1095
Auto_986,1508.84,3411.89,1508.87,3411.94,144.00425,43.30874,09h36m01.02s,+43d18m31.5s,199.0,2078.000,2687.532,191.256,14.05,-8.573,0.077,15.123,0.136,1.1095
Auto_987,1209.53,3127.94,1209.58,3128.00,143.79042,43.33848,09h35m09.70s,+43d20m18.5s,207.0,2076.000,2617.279,191.601,13.66,-8.545,0.079,15.152,0.138,1.1095
Auto_988,118.32,3567.56,118.36,3567.56,143.43543,42.97142,09h33m44.50s,+42d58m17.1s,212.0,2072.000,2630.968,191.346,13.75,-8.550,0.079,15.146,0.137,1.1095
Auto_989,346.90,673.38,346.92,673.35,142.69773,43.94648,09h30m47.45s,+43d56m47.3s,234.0,2069.000,2674.821,191.342,13.98,-8.568,0.078,15.128,0.137,1.1095
Auto_990,5228.89,3988.67,5229.01,3988.74,145.83707,43.87767,09h43m20.90s,+43d52m39.6s,169.0,2069.000,2715.386,193.107,14.06,-8.585,0.077,15.112,0.136,1.1095
Auto_991,4765.95,1868.44,4766.14,1868.50,145.03316,44.47749,09h40m07.96s,+44d28m39.0s,168.0,2067.000,2559.075,192.254,13.31,-8.520,0.082,15.176,0.139,1.1095
Auto_992,3710.71,4076.89,3710.78,4077.06,145.17646,43.54341,09h40m42.35s,+43d32m36.3s,155.0,2046.000,2663.365,192.123,13.86,-8.564,0.078,15.133,0.137,1.1095
Auto_993,1061.70,2712.74,1061.74,2712.77,143.60588,43.44160,09h34m25.41s,+43d26m29.8s,212.0,2032.000,2511.561,190.815,13.16,-8.500,0.082,15.197,0.139,1.1095
Auto_994,3685.22,3353.35,3685.30,3353.43,144.96269,43.77389,09h39m51.05s,+43d46m26.0s,180.0,2018.000,2621.966,192.071,13.65,-8.547,0.080,15.150,0.138,1.1095
Auto_995,1027.06,594.51,1027.02,594.54,142.97601,44.11537,09h31m54.24s,+44d06m55.3s,225.0,2018.000,2451.837,190.693,12.86,-8.474,0.084,15.223,0.141,1.1095
Auto_996,155.09,424.73,155.03,424.72,142.54035,43.98527,09h30m09.68s,+43d59m07.0s,245.0,2014.000,2579.627,190.493,13.54,-8.529,0.080,15.168,0.138,1.1095
Auto_997,5474.35,3301.36,5474.53,3301.46,145.75851,44.15171,09h43m02.04s,+44d09m06.1s,172.0,2013.000,2739.694,193.271,14.18,-8.594,0.077,15.102,0.136,1.1095
Auto_998,5755.00,1395.83,5755.17,1395.79,145.35109,44.83079,09h41m24.26s,+44d49m50.9s,179.0,2002.000,2449.794,192.337,12.74,-8.473,0.085,15.224,0.141,1.1095
Auto_999,565.57,453.29,565.59,453.25,142.72990,44.06309,09h30m55.18s,+44d03m47.1s,227.0,2000.000,2542.278,191.475,13.28,-8.513,0.082,15.183,0.139,1.1095
Auto_1000,4466.10,114.02,4466.19,113.97,144.39134,44.98603,09h37m33.92s,+44d59m09.7s,184.0,1993.000,2537.768,192.007,13.22,-8.511,0.082,15.185,0.139,1.1095
Auto_1001,4283.02,2411.08,4283.17,2411.11,144.96740,44.20258,09h39m52.18s,+44d12m09.3s,156.0,1991.000,2431.828,191.715,12.68,-8.465,0.086,15.232,0.141,1.1095
Auto_1002,907.82,3741.60,907.74,3741.62,143.83200,43.07857,09h35m19.68s,+43d04m42.9s,203.0,1990.000,2583.263,191.255,13.51,-8.530,0.080,15.166,0.138,1.1095
Auto_1003,4548.09,3309.72,4548.24,3309.81,145.34063,43.96298,09h41m21.75s,+43d57m46.7s,154.0,1984.000,2433.164,192.376,12.65,-8.465,0.086,15.231,0.141,1.1095
Auto_1004,4954.36,1541.82,4954.52,1541.79,145.02613,44.62206,09h40m06.27s,+44d37m19.4s,169.0,1983.000,2445.064,192.500,12.70,-8.471,0.085,15.226,0.141,1.1095
Auto_1005,4580.72,673.12,4580.75,673.07,144.60578,44.82849,09h38m25.39s,+44d49m42.6s,171.0,1978.000,2710.678,191.568,14.15,-8.583,0.077,15.114,0.136,1.1095
Auto_1006,3834.71,1063.94,3834.81,1063.91,144.37797,44.54907,09h37m30.71s,+44d32m56.6s,171.0,1974.000,2573.726,191.846,13.42,-8.526,0.081,15.170,0.138,1.1095
Auto_1007,2266.78,3494.57,2266.87,3494.69,144.36542,43.43800,09h37m27.70s,+43d26m16.8s,167.0,1965.000,2541.042,191.049,13.30,-8.513,0.082,15.184,0.139,1.1095
Auto_1008,3531.59,1376.65,3531.66,1376.65,144.33030,44.38532,09h37m19.27s,+44d23m07.2s,186.0,1964.000,2651.266,191.381,13.85,-8.559,0.078,15.138,0.137,1.1095
Auto_1009,2659.38,3692.42,2659.39,3692.45,144.59692,43.45434,09h38m23.26s,+43d27m15.6s,177.0,1963.000,2603.252,192.247,13.54,-8.539,0.080,15.158,0.138,1.1095
Auto_1010,2559.45,838.91,2559.50,838.88,143.73435,44.35801,09h34m56.24s,+44d21m28.9s,208.0,1962.000,2648.546,190.565,13.90,-8.558,0.078,15.139,0.137,1.1095
Auto_1011,5551.49,2045.26,5551.63,2045.23,145.44201,44.57807,09h41m46.08s,+44d34m41.1s,175.0,1960.000,2481.767,192.538,12.89,-8.487,0.084,15.210,0.140,1.1095
Auto_1012,3248.66,1643.03,3248.64,1643.03,144.27868,44.24064,09h37m06.88s,+44d14m26.3s,157.0,1942.000,2697.542,191.636,14.08,-8.577,0.077,15.119,0.136,1.1095
Auto_1013,2704.80,741.66,2704.84,741.65,143.77174,44.41965,09h35m05.22s,+44d25m10.8s,189.0,1942.000,2448.478,191.192,12.81,-8.472,0.085,15.224,0.141,1.1095
Auto_1014,6031.86,3437.31,6032.01,3437.37,146.04932,44.21809,09h44m11.84s,+44d13m05.1s,162.0,1940.000,2349.923,193.152,12.17,-8.428,0.089,15.269,0.143,1.1095
Auto_1015,4565.56,595.62,4565.69,595.56,144.57645,44.85052,09h38m18.35s,+44d51m01.9s,183.0,1938.000,2666.355,192.534,13.85,-8.565,0.078,15.132,0.137,1.1095
Auto_1016,3796.23,3723.16,3796.34,3723.25,145.11638,43.67596,09h40m27.93s,+43d40m33.5s,163.0,1932.000,2552.081,191.960,13.29,-8.517,0.082,15.179,0.139,1.1095
Auto_1017,4188.30,3591.96,4188.46,3592.05,145.25667,43.79815,09h41m01.60s,+43d47m53.3s,153.0,1923.000,2489.396,191.897,12.97,-8.490,0.084,15.206,0.140,1.1095
Auto_1018,4204.75,112.17,4204.85,112.14,144.27112,44.93307,09h37m05.07s,+44d55m59.1s,168.0,1894.000,2333.165,191.284,12.20,-8.420,0.089,15.277,0.143,1.1095
Auto_1019,840.58,413.09,840.59,413.06,142.84003,44.13410,09h31m21.61s,+44d08m02.8s,233.0,1887.000,2278.469,190.875,11.94,-8.394,0.091,15.302,0.145,1.1095
Auto_1020,771.93,3735.22,771.88,3735.27,143.77028,43.05261,09h35m04.87s,+43d03m09.4s,214.0,1884.000,2430.343,190.830,12.74,-8.464,0.085,15.232,0.141,1.1095
Auto_1021,2350.94,898.94,2350.98,898.91,143.65776,44.29519,09h34m37.86s,+44d17m42.7s,197.0,1884.000,2466.491,190.584,12.94,-8.480,0.084,15.216,0.140,1.1095
Auto_1022,3627.24,3333.63,3627.39,3333.67,144.93099,43.76851,09h39m43.44s,+43d46m06.7s,162.0,1867.000,2478.467,191.889,12.92,-8.485,0.084,15.211,0.140,1.1095
Auto_1023,1013.15,1744.13,1013.16,1744.13,143.30470,43.74327,09h33m13.13s,+43d44m35.8s,194.0,1857.000,2237.068,193.552,11.56,-8.374,0.094,15.322,0.146,1.1095
Auto_1024,4309.31,3965.85,4309.45,3965.95,145.41530,43.70058,09h41m39.67s,+43d42m02.1s,155.0,1856.000,2375.677,192.296,12.35,-8.439,0.088,15.257,0.143,1.1095
Auto_1025,5853.31,3175.51,5853.49,3175.55,145.89585,44.26845,09h43m35.00s,+44d16m06.4s,160.0,1853.000,2470.480,192.771,12.82,-8.482,0.085,15.214,0.141,1.1095
Auto_1026,5423.46,2252.13,5423.65,2252.11,145.44190,44.48480,09h41m46.06s,+44d29m05.3s,156.0,1853.000,2384.030,191.904,12.42,-8.443,0.087,15.253,0.142,1.1095
Auto_1027,4120.69,4083.76,4120.71,4083.89,145.36294,43.62406,09h41m27.11s,+43d37m26.6s,148.0,1850.000,2336.679,192.440,12.14,-8.421,0.089,15.275,0.144,1.1095
Auto_1028,728.87,1200.45,728.84,1200.48,143.02055,43.85826,09h32m04.93s,+43d51m29.7s,203.0,1847.000,2319.236,190.787,12.16,-8.413,0.089,15.283,0.144,1.1095
Auto_1029,3091.45,2786.34,3091.56,2786.38,144.53463,43.83707,09h38m08.31s,+43d50m13.4s,153.0,1838.000,2478.945,191.465,12.95,-8.486,0.084,15.211,0.140,1.1095
Auto_1030,3016.02,1246.37,3016.10,1246.33,144.05892,44.32112,09h36m14.14s,+44d19m16.0s,163.0,1838.000,2429.755,190.391,12.76,-8.464,0.085,15.233,0.141,1.1095
Auto_1031,1838.69,1341.69,1838.74,1341.68,143.55619,44.04549,09h34m13.49s,+44d02m43.8s,192.0,1837.000,2381.678,190.394,12.51,-8.442,0.087,15.254,0.142,1.1095
Auto_1032,5870.20,638.38,5870.43,638.38,145.18760,45.10037,09h40m45.02s,+45d06m01.3s,158.0,1835.000,2421.347,192.246,12.60,-8.460,0.086,15.236,0.142,1.1095
Auto_1033,84.45,1703.04,84.47,1703.03,142.88262,43.56170,09h31m31.83s,+43d33m42.1s,222.0,1828.000,2340.573,191.380,12.23,-8.423,0.089,15.273,0.143,1.1095
Auto_1034,6010.96,339.26,6011.11,339.21,145.16645,45.22560,09h40m39.95s,+45d13m32.2s,162.0,1814.000,2218.678,191.808,11.57,-8.365,0.094,15.331,0.146,1.1095
Auto_1035,763.81,1449.48,763.83,1449.43,143.10854,43.78569,09h32m26.05s,+43d47m08.5s,190.0,1812.000,2233.425,190.308,11.74,-8.372,0.093,15.324,0.146,1.1095
Auto_1036,4017.97,664.03,4018.05,663.99,144.34591,44.71628,09h37m23.02s,+44d42m58.6s,163.0,1808.000,2362.155,190.931,12.37,-8.433,0.088,15.263,0.143,1.1095
Auto_1037,3433.54,2947.98,3433.66,2947.96,144.73477,43.85455,09h38m56.35s,+43d51m16.4s,155.0,1805.000,2388.169,191.132,12.49,-8.445,0.087,15.251,0.142,1.1095
Auto_1038,2670.37,1032.53,2670.45,1032.53,143.84068,44.31857,09h35m21.76s,+44d19m06.9s,185.0,1801.000,2487.255,189.833,13.10,-8.489,0.083,15.207,0.140,1.1095
Auto_1039,6190.93,3296.61,6191.08,3296.65,146.08282,44.29573,09h44m19.88s,+44d17m44.6s,154.0,1801.000,2294.614,193.106,11.88,-8.402,0.091,15.295,0.145,1.1095
Auto_1040,5129.28,2685.05,5129.50,2685.09,145.42959,44.28421,09h41m43.10s,+44d17m03.2s,160.0,1800.000,2261.001,191.990,11.78,-8.386,0.092,15.311,0.145,1.1095
Auto_1041,4624.68,3493.41,4624.83,3493.52,145.42656,43.91842,09h41m42.37s,+43d55m06.3s,156.0,1800.000,2469.859,191.652,12.89,-8.482,0.084,15.215,0.140,1.1095
Auto_1042,4648.79,2222.62,4648.91,2222.59,145.08035,44.33826,09h40m19.28s,+44d20m17.7s,139.0,1797.000,2301.583,191.821,12.00,-8.405,0.090,15.291,0.144,1.1095
Auto_1043,5979.84,2470.35,5979.94,2470.32,145.75715,44.52459,09h43m01.72s,+44d31m28.5s,153.0,1793.000,2357.240,192.863,12.22,-8.431,0.089,15.265,0.143,1.1095
Auto_1044,3753.34,481.12,3753.44,481.06,144.17215,44.72102,09h36m41.32s,+44d43m15.7s,176.0,1788.000,2329.829,191.639,12.16,-8.418,0.089,15.278,0.144,1.1095
Auto_1045,2529.14,3664.12,2529.19,3664.21,144.53064,43.43686,09h38m07.35s,+43d26m12.7s,144.0,1783.000,2336.959,190.466,12.27,-8.422,0.088,15.275,0.143,1.1095
Auto_1046,3635.29,1009.22,3635.38,1009.18,144.27140,44.52579,09h37m05.14s,+44d31m32.8s,173.0,1781.000,2399.622,190.719,12.58,-8.450,0.086,15.246,0.142,1.1095
Auto_1047,6094.86,2094.38,6094.93,2094.35,145.70426,44.67048,09h42m49.02s,+44d40m13.7s,150.0,1781.000,2337.762,192.597,12.14,-8.422,0.089,15.274,0.144,1.1095
Auto_1048,3352.86,917.75,3352.93,917.73,144.11655,44.49714,09h36m27.97s,+44d29m49.7s,172.0,1780.000,2303.215,190.417,12.10,-8.406,0.090,15.291,0.144,1.1095
Auto_1049,5009.62,3798.12,5009.70,3798.22,145.68534,43.89615,09h42m44.48s,+43d53m46.1s,148.0,1773.000,2309.161,191.791,12.04,-8.409,0.090,15.288,0.144,1.1095
Auto_1050,5290.73,1985.28,5290.90,1985.28,145.30590,44.54530,09h41m13.42s,+44d32m43.1s,135.0,1767.000,2230.825,191.392,11.66,-8.371,0.093,15.325,0.146,1.1095
Auto_1051,292.22,3579.31,292.29,3579.38,143.51497,43.00360,09h34m03.59s,+43d00m13.0s,180.0,1765.000,2302.163,190.415,12.09,-8.405,0.090,15.291,0.144,1.1095
Auto_1052,1534.14,2283.72,1534.20,2283.73,143.69245,43.67811,09h34m46.19s,+43d40m41.2s,182.0,1765.000,2300.175,190.180,12.09,-8.404,0.090,15.292,0.144,1.1095
Auto_1053,5908.59,543.90,5908.74,543.78,145.17814,45.13873,09h40m42.75s,+45d08m19.4s,160.0,1764.000,2354.409,192.376,12.24,-8.430,0.089,15.267,0.143,1.1095
Auto_1054,3984.95,974.58,3985.07,974.57,144.42063,44.60888,09h37m40.95s,+44d36m32.0s,161.0,1764.000,2334.404,191.510,12.19,-8.420,0.089,15.276,0.143,1.1095
Auto_1055,1847.25,248.05,1847.25,248.05,143.24126,44.39919,09h32m57.90s,+44d23m57.1s,196.0,1760.000,2235.797,189.917,11.77,-8.374,0.092,15.323,0.145,1.1095
Auto_1056,1251.22,2575.15,1251.25,2575.17,143.65042,43.52531,09h34m36.10s,+43d31m31.1s,189.0,1755.000,2349.716,190.464,12.34,-8.428,0.088,15.269,0.143,1.1095
Auto_1057,2180.80,2183.05,2180.92,2183.06,143.95264,43.84490,09h35m48.63s,+43d50m41.6s,147.0,1755.000,2395.790,190.276,12.59,-8.449,0.086,15.248,0.142,1.1095
Auto_1058,2869.81,1589.51,2869.82,1589.52,144.09189,44.17975,09h36m22.05s,+44d10m47.1s,149.0,1754.000,2503.653,191.562,13.07,-8.496,0.083,15.200,0.140,1.1095
Auto_1059,3593.12,3246.12,3593.25,3246.19,144.89097,43.79006,09h39m33.83s,+43d47m24.2s,154.0,1752.000,2294.181,191.688,11.97,-8.402,0.091,15.295,0.144,1.1095
Auto_1060,5957.63,1234.39,5957.71,1234.33,145.39810,44.92393,09h41m35.54s,+44d55m26.1s,151.0,1748.000,2318.160,192.605,12.04,-8.413,0.090,15.284,0.144,1.1095
