ra_deg,dec_deg,b_inst,v_inst,b_cat,v_cat,color_inst,color_cat,diff_b,diff_v
145.15156,44.17354,-10.00339,-11.0319,14.060200391214357,13.210827191630372,1.0285100000000007,0.8493731995839848,24.063590391214355,24.242727191630372
144.25079,43.43028,-9.96439,-11.0619,14.047610213829103,13.208902378284423,1.0975099999999998,0.83870783554468,24.012000213829104,24.270802378284422
144.17548,43.45291,-9.99939,-10.7149,14.039319904503428,13.541463762195308,0.7155100000000001,0.4978561423081196,24.038709904503428,24.256363762195306
143.87561,44.11417,-9.998389999999999,-10.8299,14.029577334543704,13.431675787379026,0.8315100000000015,0.5979015471646782,24.027967334543703,24.261575787379027
145.49029,44.42992,-10.034389999999998,-11.046899999999999,13.998265838140869,13.211747478726195,1.0125100000000007,0.7865183594146732,24.03265583814087,24.258647478726196
145.18862,43.56629,-10.01239,-10.6949,14.032096083735597,13.549996139955933,0.6825100000000006,0.48209994377966403,24.0444860837356,24.244896139955934
143.50255,43.25251,-9.97739,-10.6959,14.090966013482669,13.589956934664915,0.7185100000000002,0.5010090788177539,24.06835601348267,24.285856934664913
144.89133,43.81695,-9.972389999999999,-10.5749,14.07344799692383,13.661596157635497,0.6025100000000005,0.41185183928833347,24.04583799692383,24.236496157635496
144.02927,43.74759,-9.94539,-10.7569,14.081695430273438,13.512271990063477,0.8115100000000002,0.5694234402099614,24.027085430273438,24.269171990063477
144.2229,43.16609,-9.944389999999999,-10.748899999999999,14.017492166150884,13.452285361474118,0.8045100000000005,0.565206804676766,23.961882166150883,24.201185361474117
143.17504,44.2289,-9.975389999999999,-11.0939,14.071473216196537,13.208227663447143,1.1185100000000006,0.8632455527493939,24.046863216196535,24.302127663447145
143.62619,44.67854,-10.00939,-10.7399,14.069438331262209,13.515821052722167,0.7305100000000007,0.5536172785400417,24.07882833126221,24.255721052722166
145.07253,44.30663,-9.99039,-10.7979,14.060335595689946,13.457156447607908,0.8075100000000006,0.6031791480820381,24.050725595689947,24.255056447607906
143.59561,43.50434,-9.941389999999998,-11.1539,14.095715322181642,13.140498475231203,1.2125100000000018,0.9552168469504387,24.037105322181638,24.294398475231205
143.55798,44.12352,-9.934389999999999,-10.6379,14.118903990840089,13.641003742647584,0.7035100000000014,0.47790024819250476,24.05329399084009,24.278903742647586
144.39015,43.73864,-9.950389999999999,-10.6779,14.08674922521216,13.56891785641858,0.7275100000000005,0.5178313687935798,24.037139225212158,24.24681785641858
144.69132,43.4549,-9.91639,-10.7089,14.13330649683252,13.551230552090331,0.79251,0.5820759447421882,24.049696496832517,24.26013055209033
145.60184,43.83983,-10.03839,-10.9639,13.99400549166114,13.288205643451656,0.9255100000000009,0.7057998482094838,24.03239549166114,24.252105643451657
145.08231,43.45903,-9.93339,-10.7419,14.122094794201912,13.51363684514758,0.8085100000000001,0.6084579490543316,24.05548479420191,24.25553684514758
145.29604,44.36743,-9.988389999999999,-10.7109,14.10408933036035,13.547311482585938,0.7225100000000015,0.5567778477744127,24.092479330360348,24.25821148258594
145.11912,44.80565,-10.00939,-11.1639,14.054090129717776,13.092442838736082,1.1545100000000001,0.9616472909816949,24.063480129717775,24.25634283873608
145.28832,44.13021,-9.91939,-10.8379,14.102131230995118,13.413290383495362,0.9185099999999995,0.6888408474997565,24.02152123099512,24.251190383495363
143.37464,43.79568,-9.86939,-10.6489,14.191246594969241,13.620768624512449,0.7795100000000001,0.5704779704567926,24.06063659496924,24.269668624512448
143.82545,43.22579,-9.84939,-10.5829,14.255739718735116,13.695801874488643,0.7335100000000008,0.5599378442464733,24.105129718735114,24.278701874488643
144.8859,43.84193,-9.864389999999998,-10.7189,14.18466516696314,13.544511227553587,0.8545100000000012,0.6401539394095526,24.049055166963136,24.263411227553586
143.98588,43.30658,-9.81439,-10.6789,14.230454462971437,13.594529016988403,0.864510000000001,0.6359254459830339,24.044844462971437,24.273429016988402
143.77551,44.60293,-9.81139,-10.969899999999999,14.194110095875004,13.310576696447264,1.1585099999999997,0.8835333994277406,24.005500095875004,24.280476696447263
143.97882,44.24265,-9.81439,-11.0869,14.29323343567505,13.16380340621643,1.2725100000000005,1.1294300294586197,24.107623435675052,24.25070340621643
142.93055,44.2564,-9.866389999999999,-10.7669,14.193927801916507,13.518855957592773,0.9005100000000006,0.6750718443237336,24.060317801916504,24.285755957592773
145.44523,44.047,-9.80139,-10.6519,14.232927996775151,13.60757143252063,0.8505099999999999,0.6253565642545222,24.03431799677515,24.259471432520627
144.7277,44.45186,-9.777389999999999,-10.5659,14.225392238482424,13.662291956015135,0.7885100000000005,0.563100282467289,24.002782238482425,24.228191956015134
144.67911,44.18411,-9.79239,-10.5579,14.30133577116602,13.698156623083982,0.7655100000000008,0.6031791480820381,24.09372577116602,24.256056623083982
143.62488,44.55635,-9.787389999999998,-10.7499,14.28266736881739,13.535481890237302,0.9625100000000018,0.7471854785800893,24.070057368817388,24.285381890237304
145.07989,43.58343,-9.78539,-10.6609,14.323441807374023,13.599611200042236,0.8755100000000002,0.7238306073317862,24.108831807374024,24.260511200042238
145.21799,44.63512,-9.81439,-10.7129,14.230926976110844,13.555856141613768,0.8985099999999999,0.6750708344970757,24.045316976110843,24.268756141613768
143.15409,44.1308,-9.72739,-10.5079,14.328000117220217,13.752251791518066,0.7805099999999996,0.5757483257021505,24.055390117220217,24.260151791518066
144.56918,44.27216,-9.71739,-10.7379,14.329440152063965,13.512047627978026,1.0205099999999998,0.817392524085939,24.046830152063965,24.249947627978024
145.60346,43.93377,-9.752389999999998,-10.5649,14.266408658426268,13.682223458567627,0.8125100000000014,0.5841851998586414,24.018798658426267,24.24712345856763
145.39552,43.64482,-9.700389999999999,-10.5379,14.302472998663331,13.706682960964965,0.8375100000000018,0.5957900376983662,24.002862998663332,24.244582960964966
145.32099,44.51638,-9.77239,-10.5009,14.203792242303722,13.67438829504687,0.72851,0.5294039472568528,23.97618224230372,24.17528829504687
143.12694,44.42953,-9.74639,-10.4259,14.34919940177002,13.832420162243652,0.6795100000000005,0.5167792395263682,24.09558940177002,24.258320162243653
143.61602,43.62817,-9.684389999999999,-10.1859,14.319563019090332,14.08602637848584,0.5015100000000015,0.2335366406044912,24.003953019090332,24.27192637848584
145.52653,43.92857,-9.700389999999999,-10.8349,14.30843022825342,13.428100735177491,1.1345100000000006,0.8803294930759282,24.00882022825342,24.263000735177492
143.15008,44.44636,-9.71239,-10.5379,14.34054254569678,13.733140855600098,0.8255100000000013,0.6074016900966814,24.052932545696777,24.2710408556001
145.07442,43.49116,-9.684389999999999,-10.6869,14.408729036165532,13.567887698256346,1.002510000000001,0.8408413379091861,24.093119036165533,24.254787698256344
145.45089,44.50097,-9.72439,-10.6309,14.353553386864267,13.627599649341306,0.9065100000000008,0.7259537375229606,24.077943386864266,24.258499649341307
144.06281,44.3286,-9.626389999999999,-10.4299,14.406103068758792,13.828245058333007,0.8035100000000011,0.5778580104257856,24.03249306875879,24.258145058333007
144.15507,44.24746,-9.610389999999999,-10.716899999999999,14.41795059533081,13.546165117526245,1.10651,0.8717854778045648,24.02834059533081,24.263065117526246
143.92956,43.79896,-9.639389999999999,-10.4069,14.446128044083496,13.847171676658204,0.7675100000000015,0.5989563674252913,24.085518044083493,24.254071676658207
143.64811,43.18446,-9.68539,-10.3009,14.436260428857421,13.96150994899292,0.6155100000000004,0.47475047986450214,24.12165042885742,24.262409948992918
144.33572,44.36462,-9.598389999999998,-10.495899999999999,14.395218308661132,13.754006621731447,0.8975100000000005,0.6412116869296849,23.99360830866113,24.249906621731448
145.04643,43.6273,-9.598389999999998,-10.9269,14.430728039648441,13.349816064404294,1.3285100000000014,1.0809119752441472,24.029118039648438,24.276716064404294
143.77012,44.32016,-9.633389999999999,-10.4209,14.417755033410401,13.836734147113159,0.787510000000001,0.5810208862972424,24.0511450334104,24.25763414711316
144.31296,43.65702,-9.613389999999999,-10.3569,14.470144442562015,13.901775484560059,0.7435100000000006,0.5683689580019564,24.083534442562012,24.258675484560058
144.43225,44.16849,-9.601389999999999,-10.3369,14.432142749982669,13.905896631142701,0.7355100000000014,0.5262461188399676,24.03353274998267,24.242796631142703
143.71691,44.41412,-9.569389999999999,-10.3069,14.46429847032862,13.945414924229,0.7375100000000021,0.5188835460996195,24.03368847032862,24.252314924229
143.99267,43.94429,-9.52339,-10.437899999999999,14.472961649657227,13.816942507385743,0.9145099999999999,0.6560191422714841,23.996351649657228,24.254842507385742
145.13339,44.0717,-9.59039,-10.3069,14.466692792871093,13.939394112597657,0.7165100000000013,0.5272986802734358,24.057082792871093,24.24629411259766
143.1845,43.5416,-9.597389999999999,-10.2519,14.50748154239502,14.016978901959229,0.6545100000000001,0.49050264043579084,24.104871542395017,24.268878901959226
144.11332,44.01042,-9.57339,-10.3529,14.479305688971202,13.89723075002734,0.7795100000000001,0.5820749389438618,24.052695688971202,24.25013075002734
143.59761,44.24328,-9.57139,-10.2549,14.47764408018213,13.99449359177539,0.6835100000000001,0.48315048840673924,24.04903408018213,24.249393591775387
144.6284,43.47402,-9.54439,-10.5809,14.510465817224365,13.683483728045532,1.0365099999999998,0.8269820891788324,24.054855817224365,24.26438372804553
143.85169,43.51833,-9.578389999999999,-9.7909,14.458375093568364,14.469656138365966,0.21251000000000175,-0.011281044797602391,24.036765093568363,24.260556138365967
143.62885,43.69427,-9.537389999999998,-10.405899999999999,14.493138657311036,13.863554511676515,0.8685100000000006,0.6295841456345208,24.030528657311034,24.269454511676514
143.89418,44.37723,-9.566389999999998,-10.1949,14.535320717552736,14.037463573108399,0.6285100000000021,0.49785714444433715,24.101710717552734,24.2323635731084
144.74181,44.8988,-9.578389999999999,-10.8009,14.577560208740236,13.458919797210692,1.2225100000000015,1.1186404115295439,24.155950208740236,24.259819797210692
144.3746,43.82479,-9.504389999999999,-10.3749,14.563132202156018,13.874290344234492,0.8705100000000012,0.6888418579215259,24.067522202156017,24.249190344234492
144.65873,44.16186,-9.51239,-10.3719,14.562805251744635,13.880321113751707,0.8595100000000002,0.6824841379929278,24.075195251744635,24.25222111375171
143.54764,44.6051,-9.562389999999999,-10.4129,14.491112782876954,13.852015534678468,0.8505100000000017,0.6390972481984853,24.053502782876954,24.26491553467847
143.21906,43.68664,-9.491389999999999,-10.3759,14.547855319494628,13.893951959851075,0.8845100000000006,0.6539033596435537,24.039245319494626,24.269851959851074
142.90113,44.08272,-9.568389999999999,-10.2989,14.5195939573208,13.994399348549072,0.7305100000000007,0.525194608771729,24.0879839573208,24.29329934854907
144.43955,44.12764,-9.43239,-10.4809,14.592906340833986,13.766990402581055,1.0485100000000003,0.8259159382529315,24.025296340833986,24.247890402581056
143.84991,43.11786,-9.53839,-10.6159,14.645910146179203,13.661744736938477,1.0775100000000002,0.9841654092407257,24.184300146179204,24.277644736938477
143.28128,43.93872,-9.459389999999999,-10.312899999999999,14.570646365260254,13.961133116197999,0.85351,0.609513249062255,24.03003636526025,24.274033116197998
143.72716,43.50563,-9.511389999999999,-10.3379,14.589514881148935,13.93243828009814,0.8265100000000007,0.6570766010507949,24.100904881148935,24.270338280098137
143.59825,43.91236,-9.473389999999998,-10.1839,14.620188682214357,14.08236576097412,0.7105100000000011,0.5378229212402363,24.093578682214357,24.26626576097412
144.84915,44.38198,-9.511389999999999,-10.4279,14.550888617610108,13.8090123676781,0.9165100000000006,0.7418762499320071,24.062278617610104,24.2369123676781
143.31702,43.43345,-9.50939,-10.2999,14.571857039430178,13.988726994048339,0.7905099999999994,0.5831300453818393,24.081247039430178,24.288626994048336
143.49674,44.18452,-9.502389999999998,-10.3339,14.612359422188964,13.928815615901367,0.8315100000000015,0.6835438062875969,24.114749422188964,24.262715615901367
144.0662,44.40811,-9.456389999999999,-10.546899999999999,15.005926817717047,13.818144760697143,1.09051,1.1877820570199038,24.462316817717046,24.365044760697142
143.45875,43.35445,-9.453389999999999,-10.3829,14.578051651001225,13.910390758514282,0.9295100000000005,0.6676608924869427,24.031441651001224,24.29329075851428
145.07716,44.19514,-9.44839,-10.2319,14.584044460311532,14.017782312385737,0.7835099999999997,0.5662621479257943,24.03243446031153,24.249682312385737
145.11915,44.05343,-9.49439,-10.3459,14.55915856899414,13.889380645922852,0.8515100000000011,0.6697779230712886,24.053548568994138,24.235280645922852
145.32206,44.63745,-9.56439,-10.466899999999999,14.481012350061036,13.78475383092041,0.9025099999999995,0.6962585191406259,24.045402350061035,24.25165383092041
143.96457,44.42205,-9.427389999999999,-10.3069,14.604429767062015,13.958988626753417,0.8795100000000016,0.6454411403085984,24.031819767062014,24.265888626753416
144.41531,43.64562,-9.389389999999999,-10.248899999999999,14.647877688453127,14.003493479229249,0.8595100000000002,0.6443842092238778,24.037267688453127,24.252393479229248
144.75508,43.36737,-9.450389999999999,-10.187899999999999,14.585890275711428,14.054382876518067,0.7375100000000003,0.5315073991933605,24.036280275711427,24.24228287651807
143.85496,44.23823,-9.412389999999998,-10.2309,14.61485726068262,14.03172721530078,0.8185100000000016,0.5831300453818393,24.027247260682618,24.262627215300782
143.96035,43.8059,-9.39739,-10.1419,14.654187600976568,14.116365683612058,0.74451,0.5378219173645107,24.051577600976568,24.25826568361206
145.41439,43.71526,-9.49639,-10.2719,14.559715964501956,13.969201847460937,0.7755100000000006,0.5905141170410193,24.056105964501956,24.24110184746094
144.7775,43.76763,-9.41339,-10.2279,14.634510150384521,14.017604429507447,0.8145100000000003,0.6169057208770745,24.04790015038452,24.24550442950745
144.10682,43.73117,-9.36939,-9.979899999999999,14.703746005667972,14.262562837772705,0.6105099999999997,0.44118316789526624,24.07313600566797,24.242462837772706
143.09083,43.56194,-9.363389999999999,-10.2769,14.644063327869633,14.026100915868652,0.9135100000000005,0.6179624120009812,24.007453327869634,24.30300091586865
144.88042,44.10823,-9.437389999999999,-10.3849,14.696375262731934,13.86193182206421,0.9475100000000012,0.834443440667723,24.133765262731934,24.24683182206421
143.2732,44.39757,-9.411389999999999,-10.4529,14.668115425690674,13.811273818679322,1.0415100000000006,0.8568416070113525,24.079505425690673,24.26417381867932
143.7289,43.47677,-9.37239,-10.1889,14.706720061482919,14.08558829536938,0.816510000000001,0.6211317661135389,24.07911006148292,24.27448829536938
145.0118,44.05358,-9.405389999999999,-10.2509,14.67005165863062,14.002390766143677,0.8455100000000009,0.6676608924869427,24.075441658630616,24.253290766143678
143.89947,44.48481,-9.418389999999999,-10.2209,14.649510493707275,14.0326047728302,0.8025100000000016,0.6169057208770745,24.067900493707274,24.2535047728302
144.40508,43.67446,-9.341389999999999,-10.1019,14.706089566871581,14.149311719097168,0.7605100000000018,0.5567778477744127,24.04747956687158,24.25121171909717
144.84142,43.48133,-9.335389999999999,-10.1909,14.677301476248541,14.064621032353026,0.8555100000000007,0.6126804438955151,24.01269147624854,24.255521032353023
144.35167,44.40985,-9.37539,-10.1839,14.663408971231444,14.079223771372803,0.8085100000000001,0.5841851998586414,24.038798971231444,24.263123771372804
145.05912,44.42183,-9.48039,-10.1509,14.597127086222171,14.103472517222166,0.6705100000000002,0.4936545690000056,24.077517086222173,24.254372517222166
144.76225,43.59341,-9.389389999999999,-10.1169,14.699204821801759,14.119237940203856,0.7275100000000005,0.5799668815979029,24.088594821801756,24.236137940203854
143.46683,43.35593,-9.316389999999998,-10.2429,14.746895121036621,14.043216578275635,0.9265100000000022,0.7036785427609864,24.06328512103662,24.286116578275635
143.77265,43.18654,-9.56139,-10.7339,14.77996372622071,13.934857858569332,1.1725100000000008,0.8451058676513785,24.34135372622071,24.668757858569332
144.14262,43.18233,-9.319389999999999,-10.2119,14.737713019068368,14.066876003893551,0.8925100000000015,0.6708370151748166,24.057103019068364,24.27877600389355
145.40711,43.73948,-9.36239,-10.357899999999999,14.683365808849121,13.904293680963622,0.9955099999999995,0.7790721278854988,24.045755808849123,24.26219368096362
144.44455,43.71041,-9.31739,-10.4559,14.799094619012452,13.820292732608031,1.1385100000000001,0.9788018864044208,24.116484619012454,24.27619273260803
144.31783,43.87319,-9.32739,-10.2839,14.70466730015284,13.95748182157275,0.9565099999999997,0.7471854785800893,24.03205730015284,24.24138182157275
144.90374,44.67708,-9.351389999999999,-10.4619,14.657996962249511,13.803289280563476,1.1105100000000014,0.8547076816860351,24.009386962249508,24.265189280563476
145.20828,43.92894,-9.367389999999999,-10.0839,14.732695453161622,14.16327201295166,0.7165100000000013,0.5694234402099614,24.10008545316162,24.24717201295166
144.84475,44.76339,-9.41339,-10.1539,14.659136640269542,14.111839203974117,0.7405100000000004,0.547297436295425,24.072526640269544,24.265739203974118
144.08684,43.78817,-9.332389999999998,-10.1119,14.741370636681152,14.147690909991942,0.7795100000000019,0.59367972668921,24.07376063668115,24.259590909991942
143.68605,43.47339,-9.30839,-10.2859,14.723663997730473,13.986035684545408,0.9775100000000005,0.7376283131850645,24.032053997730472,24.271935684545408
143.37353,43.99532,-9.335389999999999,-10.4389,14.81290942596436,13.828745039825437,1.1035100000000018,0.9841643861389233,24.14829942596436,24.26764503982544
145.14488,44.32104,-9.380389999999998,-10.219899999999999,14.714514881148935,14.05743828009814,0.8395100000000006,0.6570766010507949,24.094904881148935,24.27733828009814
143.99491,44.27922,-9.36139,-9.9779,14.669626264862309,14.26510237583911,0.6165099999999999,0.40452388902319925,24.03101626486231,24.24300237583911
145.59114,44.29333,-9.393389999999998,-10.264899999999999,14.64860475366797,13.979885874661377,0.8715100000000007,0.6687188790065921,24.041994753667968,24.244785874661375
143.96558,44.53601,-9.296389999999999,-10.1299,14.748370606163574,14.154690879474364,0.8335100000000004,0.59367972668921,24.04476060616357,24.284590879474365
143.41686,43.98402,-9.31339,-10.0819,14.748898368431153,14.175258529865234,0.7685099999999991,0.5736398385659189,24.062288368431155,24.257158529865233
144.39522,44.80992,-9.27539,-10.4209,14.793402719253907,13.834970866325195,1.1455099999999998,0.9584318529287117,24.068792719253906,24.255870866325196
144.31684,44.24941,-9.238389999999999,-10.3539,14.795550464105224,13.91308474185486,1.1155100000000004,0.8824657222503642,24.03394046410522,24.26698474185486
144.98363,43.96321,-9.29139,-10.235899999999999,14.81062873043213,14.008145805529784,0.9445099999999993,0.8024829249023462,24.10201873043213,24.244045805529783
144.19178,44.45114,-9.29839,-10.1289,14.749376098587891,14.125075553916504,0.8305100000000003,0.624300544671387,24.047766098587893,24.253975553916504
144.09195,44.79098,-9.31039,-10.1779,14.74315858425293,14.073380661181641,0.8675099999999993,0.6697779230712886,24.05354858425293,24.25128066118164
144.09267,43.18419,-9.24939,-10.0709,14.802886678768553,14.198652470552247,0.82151,0.6042342082163064,24.052276678768553,24.26955247055225
143.23409,43.9217,-9.26039,-9.8849,14.816027445838378,14.368554525829591,0.6245100000000008,0.4474729200087868,24.076417445838377,24.25345452582959
143.65439,44.67951,-9.30439,-10.0479,14.772392169817874,14.209291887350584,0.7435100000000006,0.563100282467289,24.076782169817875,24.257191887350587
145.30297,44.41455,-9.309389999999999,-10.0209,14.759037998380373,14.213845453171876,0.7115100000000005,0.5451925452084971,24.068427998380372,24.234745453171875
144.43653,43.3305,-9.222389999999999,-9.982899999999999,14.800188987390138,14.262366066149902,0.76051,0.5378229212402363,24.022578987390137,24.245266066149902
145.16285,44.35907,-9.270389999999999,-10.6889,14.772726804806153,13.61954066177539,1.4185100000000013,1.1531861430307622,24.043116804806154,24.308440661775393
143.89364,43.16626,-9.31339,-10.6469,14.944046080609375,13.801661144723388,1.3335100000000004,1.1423849358859872,24.257436080609374,24.44856114472339
143.2424,43.49721,-9.254389999999999,-10.2689,14.849999059564215,14.031540768679807,1.0145100000000014,0.8184582908844078,24.104389059564213,24.300440768679806
144.22865,43.58961,-9.21539,-10.123899999999999,14.837339731993168,14.134721769898192,0.9085099999999997,0.7026179620949762,24.052729731993168,24.25862176989819
143.57177,44.06676,-9.26239,-10.2559,14.871115494355225,14.014273887343872,0.9935100000000006,0.8568416070113525,24.133505494355227,24.270173887343873
143.07563,43.95514,-9.222389999999999,-10.0019,14.813287097604015,14.27335995690478,0.7795100000000001,0.5399271406992341,24.035677097604015,24.27525995690478
144.47769,44.3955,-9.27839,-10.5239,14.922649375830078,13.739195140881348,1.2455099999999995,1.18345423494873,24.201039375830078,24.263095140881347
143.88318,43.86945,-9.171389999999999,-10.0969,14.832837252914805,14.16940984568005,0.9255100000000009,0.6634274072347548,24.004227252914802,24.26630984568005
144.10202,43.19765,-9.223389999999998,-10.1659,14.850112918055673,14.10398796312182,0.9425100000000022,0.7461249549338529,24.073502918055674,24.26988796312182
143.25213,43.6039,-9.15639,-10.0339,14.869473387762453,14.273683350064086,0.8775099999999991,0.5957900376983662,24.025863387762453,24.307583350064085
144.32524,43.16771,-9.21739,-9.9409,14.865037944974612,14.319845399766114,0.7235099999999992,0.5451925452084971,24.08242794497461,24.260745399766115
144.92853,43.39788,-9.23039,-9.982899999999999,14.80903671093531,14.263845169922972,0.7525099999999991,0.545191541012338,24.03942671093531,24.24674516992297
143.30696,43.54349,-9.16439,-10.2269,14.905286993388914,14.063379849252808,1.0625100000000014,0.8419071441361066,24.069676993388914,24.29027984925281
143.83541,44.13125,-9.19239,-9.9319,14.867337781411377,14.315826974162475,0.739510000000001,0.5515108072489028,24.059727781411375,24.247726974162475
143.97534,43.88995,-9.20139,-10.0489,14.840770611749031,14.198502137667965,0.8475099999999998,0.6422684740810656,24.042160611749033,24.247402137667965
145.10549,44.61464,-9.27239,-10.1609,14.825888236140381,14.084011986208374,0.8885100000000001,0.7418762499320071,24.09827823614038,24.244911986208372
144.45776,44.51487,-9.270389999999999,-9.9429,14.83244037185669,14.299880171127318,0.6725100000000008,0.532560200729371,24.10283037185669,24.24278017112732
144.37767,43.15196,-9.19239,-9.8059,14.947029706883301,14.455477139508789,0.6135099999999998,0.49155256737451225,24.139419706883302,24.261377139508788
144.53248,44.93593,-9.248389999999999,-10.4229,14.725683180511231,13.95937069383252,1.1745100000000015,0.7663124866787108,23.97407318051123,24.38227069383252
143.55135,43.35338,-9.19239,-9.9649,14.892347892417238,14.319761722736693,0.7725100000000005,0.5725861696805445,24.084737892417238,24.284661722736693
143.23772,43.44776,-9.15639,-10.2469,14.918151037023927,14.051703881359863,1.09051,0.8664471556640638,24.074541037023927,24.298603881359863
143.94832,44.32021,-9.107389999999999,-9.8299,14.908481565283203,14.417978924847413,0.7225100000000015,0.49050264043579084,24.015871565283202,24.247878924847413
145.0745,43.73155,-9.14139,-9.8849,14.924190755615243,14.365304951782221,0.7435100000000006,0.5588858038330216,24.065580755615244,24.250204951782223
143.33184,44.16916,-9.15739,-10.0939,14.922668242474609,14.175481750955079,0.9365100000000002,0.7471864915195301,24.080058242474607,24.269381750955077
144.17425,44.51631,-9.168389999999999,-10.4559,15.002202838912606,13.810094255439937,1.287510000000001,1.1921085834726686,24.170592838912604,24.265994255439935
143.34232,44.30841,-9.17639,-9.812899999999999,14.93071279134009,14.45701147084607,0.6365099999999995,0.4737013204940208,24.10710279134009,24.26991147084607
143.05945,43.83044,-9.13739,-10.6279,15.0853583999502,13.659496497351562,1.4905100000000004,1.4258619025986388,24.2227483999502,24.287396497351562
143.31192,43.54684,-9.14039,-9.953899999999999,14.93637033150537,14.34269060481616,0.8135099999999991,0.59367972668921,24.07676033150537,24.29659060481616
145.19143,43.91742,-9.10239,-10.0959,14.925780272912599,14.176469551348879,0.9935100000000006,0.7493107215637203,24.028170272912597,24.27236955134888
144.21794,43.58875,-9.139389999999999,-9.8879,14.947101955843754,14.369244951033203,0.7485100000000013,0.5778570048105518,24.086491955843755,24.257144951033204
144.66346,44.75458,-9.207389999999998,-10.1989,14.856513286590824,14.056159391403074,0.9915100000000017,0.8003538951877491,24.063903286590822,24.255059391403073
145.2041,44.05171,-9.15039,-9.905899999999999,14.895695559973145,14.326272119763184,0.7555099999999992,0.5694234402099614,24.046085559973143,24.232172119763185
144.34199,43.37562,-9.046389999999999,-9.8349,14.967487441783202,14.423348274347656,0.7885100000000005,0.5441391674355458,24.0138774417832,24.258248274347658
143.8358,43.85814,-9.049389999999999,-10.0049,15.02013775054297,14.245319266360594,0.9555100000000003,0.7748184841823758,24.069527750542967,24.250219266360595
143.66362,44.10174,-9.11839,-10.3039,15.073921344847665,13.97361483950854,1.1855100000000007,1.100306505339125,24.192311344847667,24.27751483950854
145.28683,43.60356,-9.09239,-9.8999,14.89113751578833,14.3438390752052,0.8075100000000006,0.5472984405831305,23.98352751578833,24.243739075205198
144.78536,44.11448,-9.05739,-9.8789,14.974334627000978,14.371156485632811,0.82151,0.6031781413681667,24.031724627000976,24.25005648563281
145.30574,43.79037,-9.069389999999999,-10.4049,15.059457065348877,13.847862901804321,1.335510000000001,1.2115941635445555,24.128847065348875,24.25276290180432
144.33349,44.2289,-9.13239,-10.0779,14.922223644634766,14.173975568582275,0.9455100000000005,0.7482480760524908,24.054613644634763,24.251875568582275
144.50202,44.81135,-9.120389999999999,-9.8829,14.96030563556544,14.378230696621578,0.7625100000000007,0.5820749389438618,24.08069563556544,24.261130696621578
143.19624,43.67504,-9.098389999999998,-9.8879,14.985646327113281,14.376133078051026,0.7895100000000017,0.609513249062255,24.08403632711328,24.26403307805103
143.09164,43.89674,-9.07439,-9.9429,14.93620380800782,14.356237932116697,0.8685100000000006,0.5799658758911228,24.01059380800782,24.299137932116697
143.8677,43.59184,-9.05539,-9.8309,15.003347953452394,14.43076178377185,0.7755100000000006,0.5725861696805445,24.058737953452393,24.26166178377185
144.11547,44.14075,-9.033389999999999,-9.7439,14.958999595642089,14.47899959564209,0.7105100000000011,0.47999999999999865,23.992389595642088,24.22289959564209
144.98392,44.69101,-9.101389999999999,-10.0049,14.966000330079595,14.250656275695066,0.9035100000000007,0.7153440543845289,24.067390330079593,24.255556275695064
144.28367,43.40535,-8.989389999999998,-9.905899999999999,15.110775420328617,14.38057687037158,0.9165100000000006,0.730198549957036,24.100165420328615,24.28647687037158
143.69184,44.21309,-9.02539,-9.8169,15.085409495357425,14.430447763917968,0.7915100000000006,0.6549617314394567,24.110799495357426,24.24734776391797
145.46592,43.78351,-9.139389999999999,-9.9709,14.919128570511718,14.320172203086427,0.8315100000000015,0.5989563674252913,24.058518570511715,24.29107220308643
144.24314,43.71211,-9.00639,-10.043899999999999,15.016744157296387,14.212132010707275,1.0375099999999993,0.8046121465891112,24.023134157296386,24.256032010707273
143.42453,43.57004,-9.030389999999999,-9.5999,14.98793075823877,14.6826112314458,0.5695100000000011,0.30531952679296914,24.01832075823877,24.282511231445802
143.5002,43.91353,-8.979389999999999,-9.9199,15.05788913146338,14.344667246859862,0.9405100000000015,0.7132218846035183,24.03727913146338,24.264567246859862
143.63161,44.37555,-9.07739,-9.8949,14.996795904687504,14.364041828845213,0.8175100000000004,0.6327540758422909,24.074185904687504,24.258941828845213
143.43704,43.78828,-9.05839,-10.0099,15.043466584604248,14.271838336268432,0.9515100000000007,0.7716282483358157,24.10185658460425,24.281738336268432
144.36139,44.65949,-9.100389999999999,-9.9939,14.963567501264405,14.266248689553343,0.8935100000000009,0.697318811711062,24.063957501264404,24.260148689553343
143.86646,43.42244,-9.01639,-9.780899999999999,15.045787299779303,14.495330158398923,0.7645099999999996,0.5504571413803792,24.0621772997793,24.276230158398924
143.11199,43.57954,-9.04139,-10.1769,15.056475402832278,14.122678504943723,1.13551,0.9337968978885556,24.097865402832277,24.299578504943725
143.6881,44.1426,-9.05439,-9.8119,14.988687399694825,14.440336441601561,0.7575099999999999,0.5483509580932644,24.043077399694823,24.25223644160156
145.17762,44.25012,-9.043389999999999,-10.0719,15.014376056188965,14.179932615521242,1.0285100000000007,0.834443440667723,24.057766056188964,24.25183261552124
145.01939,43.53796,-9.084389999999999,-9.8359,14.996204753137208,14.416237871539305,0.7515100000000015,0.5799668815979029,24.080594753137206,24.252137871539304
