id,raw_x,raw_y,refined_x,refined_y,ra_deg,dec_deg,ra_hms,dec_dms,peak_adu,dao_flux,net_flux,flux_err,snr,mag_inst,mag_inst_err,mag_calibrated,mag_calibrated_err,airmass,is_variable
Auto_646,5311.66,1297.60,5311.61,1297.61,145.13075,44.77654,09h40m31.38s,+44d46m35.5s,224.0,1875.000,2337.497,152.543,15.32,-8.422,0.071,15.260,0.080,1.0554,No
Auto_647,3131.28,810.64,3131.30,810.66,143.99620,44.48945,09h35m59.09s,+44d29m22.0s,277.0,1874.000,2122.556,153.345,13.84,-8.317,0.078,15.365,0.087,1.0554,No
Auto_648,5733.92,927.14,5733.97,927.14,145.21862,44.98180,09h40m52.47s,+44d58m54.5s,210.0,1868.000,2278.996,152.168,14.98,-8.394,0.072,15.287,0.082,1.0554,No
Auto_649,4643.25,2793.69,4643.23,2793.71,145.24942,44.15385,09h40m59.86s,+44d09m13.9s,239.0,1866.000,2118.096,151.028,14.02,-8.315,0.077,15.367,0.086,1.0554,No
Auto_650,3314.07,3418.13,3314.08,3418.14,144.82387,43.68076,09h39m17.73s,+43d40m50.7s,303.0,1855.000,2134.949,151.382,14.10,-8.323,0.077,15.358,0.086,1.0554,No
Auto_651,1480.15,1335.80,1480.13,1335.81,143.40527,43.97647,09h33m37.27s,+43d58m35.3s,252.0,1852.000,2148.784,152.084,14.13,-8.330,0.077,15.351,0.086,1.0554,No
Auto_652,3690.53,2848.12,3690.52,2848.17,144.83303,43.94294,09h39m19.93s,+43d56m34.6s,272.0,1844.000,2175.143,151.235,14.38,-8.344,0.075,15.338,0.084,1.0554,No
Auto_653,4080.98,4092.75,4080.95,4092.75,145.35742,43.61651,09h41m25.78s,+43d36m59.4s,258.0,1834.000,2037.654,148.429,13.73,-8.273,0.079,15.409,0.088,1.0554,No
Auto_654,4300.42,213.74,4300.44,213.72,144.35583,44.92298,09h37m25.40s,+44d55m22.7s,225.0,1823.000,2263.464,151.388,14.95,-8.387,0.073,15.295,0.082,1.0554,No
Auto_655,1071.54,374.97,1071.48,375.01,142.94313,44.19924,09h31m46.35s,+44d11m57.3s,196.0,1820.000,2125.250,151.235,14.05,-8.319,0.077,15.363,0.086,1.0554,No
Auto_656,4743.36,3548.77,4743.35,3548.80,145.50569,43.92736,09h42m01.36s,+43d55m38.5s,249.0,1815.000,2012.996,149.399,13.47,-8.260,0.081,15.422,0.089,1.0554,No
Auto_657,4454.45,1869.82,4454.44,1869.84,144.90226,44.41694,09h39m36.54s,+44d25m01.0s,254.0,1813.000,2346.018,151.250,15.51,-8.426,0.070,15.256,0.079,1.0554,No
Auto_658,5320.22,555.97,5320.30,555.95,144.92226,45.01928,09h39m41.34s,+45d01m09.4s,239.0,1805.000,2279.010,149.582,15.24,-8.394,0.071,15.287,0.081,1.0554,No
Auto_659,4476.28,1545.09,4476.30,1545.11,144.81959,44.52707,09h39m16.70s,+44d31m37.5s,263.0,1803.000,2100.746,150.590,13.95,-8.306,0.078,15.376,0.086,1.0554,No
Auto_660,4020.69,3934.96,4020.69,3934.95,145.28652,43.65577,09h41m08.76s,+43d39m20.8s,242.0,1796.000,1896.192,150.725,12.58,-8.195,0.086,15.487,0.094,1.0554,No
Auto_661,3859.59,3181.78,3859.58,3181.73,145.00345,43.86864,09h40m00.83s,+43d52m07.1s,257.0,1794.000,2051.826,148.971,13.77,-8.280,0.079,15.402,0.087,1.0554,No
Auto_662,4526.38,1994.93,4526.39,1994.97,144.97060,44.39077,09h39m52.94s,+44d23m26.8s,248.0,1770.000,2128.868,147.809,14.40,-8.320,0.075,15.361,0.084,1.0554,No
Auto_663,1749.40,1715.76,1749.45,1715.73,143.63562,43.91018,09h34m32.55s,+43d54m36.6s,229.0,1770.000,2000.404,153.304,13.05,-8.253,0.083,15.429,0.091,1.0554,No
Auto_664,637.21,1250.52,637.22,1250.51,143.00583,43.82723,09h32m01.40s,+43d49m38.0s,200.0,1767.000,2053.484,151.999,13.51,-8.281,0.080,15.401,0.089,1.0554,No
Auto_665,5353.27,2551.06,5353.29,2551.08,145.50428,44.37586,09h42m01.03s,+44d22m33.1s,260.0,1764.000,2200.554,153.749,14.31,-8.356,0.076,15.326,0.085,1.0554,No
Auto_666,2872.97,2750.69,2872.96,2750.69,144.43662,43.80745,09h37m44.79s,+43d48m26.8s,269.0,1752.000,2005.797,150.884,13.29,-8.256,0.082,15.426,0.090,1.0554,No
Auto_667,1224.92,162.07,1224.92,162.07,142.94917,44.29974,09h31m47.80s,+44d17m59.0s,201.0,1745.000,1887.377,149.562,12.62,-8.190,0.086,15.492,0.094,1.0554,No
Auto_668,2042.70,2043.45,2042.65,2043.47,143.86141,43.86529,09h35m26.74s,+43d51m55.0s,228.0,1744.000,1877.064,149.993,12.51,-8.184,0.087,15.498,0.095,1.0554,No
Auto_669,1265.92,3363.47,1265.96,3363.43,143.89308,43.27841,09h35m34.34s,+43d16m42.3s,246.0,1742.000,2033.398,152.608,13.32,-8.271,0.081,15.411,0.090,1.0554,Yes
Auto_670,3505.63,2383.65,3505.53,2383.70,144.61771,44.05633,09h38m28.25s,+44d03m22.8s,245.0,1736.000,2009.051,148.976,13.49,-8.257,0.081,15.424,0.089,1.0554,No
Auto_671,2127.69,3656.93,2127.69,3656.89,144.35950,43.36083,09h37m26.28s,+43d21m39.0s,251.0,1731.000,1875.272,152.244,12.32,-8.183,0.088,15.499,0.096,1.0554,No
Auto_672,4662.67,3009.85,4662.67,3009.84,145.31886,44.08718,09h41m16.53s,+44d05m13.9s,215.0,1726.000,1989.612,150.375,13.23,-8.247,0.082,15.435,0.090,1.0554,No
Auto_673,638.87,291.80,638.83,291.78,142.72667,44.13450,09h30m54.40s,+44d08m04.2s,171.0,1716.000,2149.293,151.070,14.23,-8.331,0.076,15.351,0.085,1.0554,No
Auto_674,234.15,1162.08,234.14,1162.06,142.80219,43.77080,09h31m12.52s,+43d46m14.9s,157.0,1701.000,1839.827,157.419,11.69,-8.162,0.093,15.520,0.100,1.0554,No
Auto_675,4879.54,1401.01,4879.57,1401.02,144.96256,44.65571,09h39m51.01s,+44d39m20.6s,241.0,1697.000,2257.448,150.367,15.01,-8.384,0.072,15.298,0.082,1.0554,No
Auto_676,764.08,3783.77,764.06,3783.76,143.79092,43.03978,09h35m09.82s,+43d02m23.2s,194.0,1696.000,1898.993,151.063,12.57,-8.196,0.086,15.486,0.094,1.0554,No
Auto_677,672.86,1092.07,672.86,1092.05,142.97547,43.88552,09h31m54.11s,+43d53m07.9s,183.0,1695.000,1990.502,157.207,12.66,-8.247,0.086,15.434,0.094,1.0554,No
Auto_678,6079.81,1189.34,6079.79,1189.25,145.45211,44.96546,09h41m48.51s,+44d57m55.7s,164.0,1693.000,2250.811,150.810,14.92,-8.381,0.073,15.301,0.082,1.0554,No
Auto_679,4284.01,3832.37,4284.05,3832.38,145.37679,43.74234,09h41m30.43s,+43d44m32.4s,233.0,1692.000,1975.700,152.009,13.00,-8.239,0.084,15.443,0.092,1.0554,No
Auto_680,1172.16,2208.33,1172.18,2208.35,143.52047,43.63123,09h34m04.91s,+43d37m52.4s,230.0,1692.000,1845.948,154.544,11.94,-8.166,0.091,15.516,0.098,1.0554,No
Auto_681,452.04,2083.44,452.06,2083.40,143.16573,43.52122,09h32m39.78s,+43d31m16.4s,206.0,1691.000,1988.293,153.639,12.94,-8.246,0.084,15.436,0.092,1.0554,No
Auto_682,1854.99,1864.13,1855.00,1864.14,143.72569,43.88425,09h34m54.17s,+43d53m03.3s,283.0,1685.000,1887.583,151.107,12.49,-8.190,0.087,15.492,0.095,1.0554,No
Auto_683,852.93,3842.82,853.05,3842.71,143.84683,43.03908,09h35m23.24s,+43d02m20.7s,193.0,1669.000,1904.017,149.260,12.76,-8.199,0.085,15.483,0.093,1.0554,No
Auto_684,945.93,2542.58,945.96,2542.50,143.51638,43.47657,09h34m03.93s,+43d28m35.7s,220.0,1664.000,2005.200,150.424,13.33,-8.255,0.081,15.426,0.090,1.0554,No
Auto_685,621.41,211.58,621.36,211.69,142.69544,44.15643,09h30m46.91s,+44d09m23.2s,153.0,1659.000,1985.531,151.481,13.11,-8.245,0.083,15.437,0.091,1.0554,No
Auto_686,1438.68,3212.79,1438.66,3212.75,143.92680,43.36263,09h35m42.43s,+43d21m45.5s,237.0,1654.000,1823.491,147.163,12.39,-8.152,0.088,15.530,0.095,1.0554,No
Auto_687,5871.51,744.76,5871.54,744.69,145.22968,45.06860,09h40m55.12s,+45d04m06.9s,188.0,1646.000,2112.394,153.718,13.74,-8.312,0.079,15.370,0.088,1.0554,No
Auto_688,2410.30,2426.17,2410.31,2426.20,144.13610,43.81748,09h36m32.66s,+43d49m02.9s,246.0,1644.000,1833.160,152.054,12.06,-8.158,0.090,15.524,0.098,1.0554,No
Auto_689,2572.71,484.59,2572.69,484.59,143.64861,44.47870,09h34m35.67s,+44d28m43.3s,233.0,1641.000,1903.293,149.701,12.71,-8.199,0.085,15.483,0.093,1.0554,No
Auto_690,4774.59,2739.21,4774.63,2739.21,145.29378,44.19812,09h41m10.51s,+44d11m53.2s,174.0,1639.000,1875.819,149.603,12.54,-8.183,0.087,15.499,0.094,1.0554,No
Auto_691,5230.73,3280.02,5230.75,3280.04,145.65196,44.11292,09h42m36.47s,+44d06m46.5s,175.0,1639.000,2084.672,150.126,13.89,-8.298,0.078,15.384,0.087,1.0554,No
Auto_692,2784.13,2978.99,2784.13,2978.99,144.46150,43.71512,09h37m50.76s,+43d42m54.4s,274.0,1627.000,1866.102,150.135,12.43,-8.177,0.087,15.505,0.095,1.0554,No
Auto_693,5107.18,443.34,5107.22,443.32,144.79202,45.01279,09h39m10.08s,+45d00m46.0s,197.0,1623.000,1948.380,150.704,12.93,-8.224,0.084,15.458,0.092,1.0554,No
Auto_694,5698.00,1113.88,5698.03,1113.87,145.25544,44.91386,09h41m01.30s,+44d54m49.9s,200.0,1618.000,1994.985,152.109,13.12,-8.250,0.083,15.432,0.091,1.0554,No
Auto_695,4407.06,4125.45,4407.15,4125.47,145.51338,43.67147,09h42m03.21s,+43d40m17.3s,203.0,1614.000,2037.552,150.828,13.51,-8.273,0.080,15.409,0.089,1.0554,No
Auto_696,208.17,2104.71,208.13,2104.73,143.06455,43.46345,09h32m15.49s,+43d27m48.4s,181.0,1613.000,1862.258,151.118,12.32,-8.175,0.088,15.507,0.096,1.0554,No
Auto_697,4980.96,1791.71,4980.97,1791.72,145.12016,44.54894,09h40m28.84s,+44d32m56.2s,192.0,1610.000,1812.629,149.719,12.11,-8.146,0.090,15.536,0.097,1.0554,No
Auto_698,4427.70,529.40,4427.77,529.44,144.50547,44.84689,09h38m01.31s,+44d50m48.8s,167.0,1605.000,1910.336,151.513,12.61,-8.203,0.086,15.479,0.094,1.0554,No
Auto_699,6009.28,492.57,6009.39,492.56,145.22079,45.17798,09h40m52.99s,+45d10m40.7s,167.0,1603.000,2066.077,152.242,13.57,-8.288,0.080,15.394,0.088,1.0554,No
Auto_700,4238.90,2182.31,4238.91,2182.31,144.89303,44.27137,09h39m34.33s,+44d16m16.9s,220.0,1595.000,1859.590,148.549,12.52,-8.174,0.087,15.508,0.095,1.0554,No
Auto_701,4573.06,3710.48,4573.12,3710.48,145.47353,43.84031,09h41m53.65s,+43d50m25.1s,208.0,1589.000,1858.852,150.015,12.39,-8.173,0.088,15.509,0.095,1.0554,No
Auto_702,2714.80,3569.77,2714.79,3569.76,144.59740,43.50923,09h38m23.38s,+43d30m33.2s,138.0,1576.000,2468.025,152.693,16.16,-8.481,0.067,15.201,0.077,1.0554,No
Auto_703,1546.53,2466.82,1546.55,2466.78,143.76138,43.62566,09h35m02.73s,+43d37m32.4s,225.0,1573.000,1740.863,149.564,11.64,-8.102,0.093,15.580,0.101,1.0554,No
Auto_704,2993.68,1216.79,2993.66,1216.78,144.05138,44.32964,09h36m12.33s,+44d19m46.7s,229.0,1571.000,1656.470,149.515,11.08,-8.048,0.098,15.634,0.105,1.0554,No
Auto_705,4768.73,3369.29,4768.67,3369.37,145.46729,43.99110,09h41m52.15s,+43d59m28.0s,210.0,1567.000,2040.302,149.484,13.65,-8.274,0.080,15.408,0.088,1.0554,No
Auto_706,4535.98,3932.41,4536.05,3932.42,145.51822,43.76039,09h42m04.37s,+43d45m37.4s,204.0,1565.000,1697.947,149.642,11.35,-8.075,0.096,15.607,0.103,1.0554,No
Auto_707,4595.45,673.95,4595.45,673.96,144.62395,44.83424,09h38m29.75s,+44d50m03.3s,213.0,1563.000,1901.595,151.214,12.58,-8.198,0.086,15.484,0.094,1.0554,No
Auto_708,1181.04,134.61,1181.00,134.58,142.92156,44.29927,09h31m41.18s,+44d17m57.4s,168.0,1560.000,1795.834,151.472,11.86,-8.136,0.092,15.546,0.099,1.0554,No
Auto_709,3663.31,1705.01,3663.31,1705.03,144.49540,44.30918,09h37m58.90s,+44d18m33.1s,252.0,1556.000,1771.511,151.637,11.68,-8.121,0.093,15.561,0.100,1.0554,No
Auto_710,556.01,2163.34,556.03,2163.33,143.23469,43.51728,09h32m56.33s,+43d31m02.2s,171.0,1549.000,1804.721,151.562,11.91,-8.141,0.091,15.541,0.099,1.0554,No
Auto_711,1741.19,3422.14,1741.21,3422.16,144.12082,43.35737,09h36m29.00s,+43d21m26.5s,239.0,1548.000,1700.757,149.174,11.40,-8.077,0.095,15.605,0.102,1.0554,No
Auto_712,4409.59,318.08,4409.56,318.06,144.43604,44.91157,09h37m44.65s,+44d54m41.6s,184.0,1548.000,1956.047,150.357,13.01,-8.228,0.083,15.453,0.092,1.0554,No
Auto_713,43.88,1277.89,43.86,1277.86,142.75227,43.69370,09h31m00.54s,+43d41m37.3s,171.0,1544.000,2002.949,154.517,12.96,-8.254,0.084,15.428,0.092,1.0554,No
Auto_714,135.26,4097.27,135.31,4097.30,143.60413,42.80998,09h34m24.99s,+42d48m35.9s,163.0,1542.000,1757.874,151.105,11.63,-8.112,0.093,15.569,0.101,1.0554,No
Auto_715,5914.78,2875.11,5914.83,2875.11,145.85045,44.38178,09h43m24.11s,+44d22m54.4s,175.0,1533.000,1749.963,149.415,11.71,-8.108,0.093,15.574,0.100,1.0554,No
Auto_716,2877.48,1042.02,2877.46,1042.07,143.94827,44.36212,09h35m47.58s,+44d21m43.6s,232.0,1531.000,1805.196,150.038,12.03,-8.141,0.090,15.541,0.098,1.0554,No
Auto_717,515.91,1150.17,515.91,1150.20,142.92298,43.83390,09h31m41.52s,+43d50m02.0s,174.0,1522.000,1826.404,152.193,12.00,-8.154,0.090,15.528,0.098,1.0554,No
Auto_718,5534.00,1445.28,5534.02,1445.28,145.27462,44.77308,09h41m05.91s,+44d46m23.1s,187.0,1519.000,1792.533,153.235,11.70,-8.134,0.093,15.548,0.100,1.0554,No
Auto_719,711.33,3222.81,711.33,3222.83,143.60779,43.20915,09h34m25.87s,+43d12m32.9s,164.0,1515.000,1720.424,150.933,11.40,-8.089,0.095,15.593,0.102,1.0554,No
Auto_720,3135.10,4135.57,3135.20,4135.56,144.94431,43.41118,09h39m46.63s,+43d24m40.3s,200.0,1511.000,1932.604,150.619,12.83,-8.215,0.085,15.466,0.093,1.0554,No
Auto_721,3654.60,1322.28,3654.65,1322.27,144.38156,44.43163,09h37m31.57s,+44d25m53.9s,183.0,1508.000,1680.234,150.351,11.18,-8.063,0.097,15.618,0.104,1.0554,No
Auto_722,1688.33,4163.24,1688.36,4163.27,144.30679,43.10727,09h37m13.63s,+43d06m26.2s,196.0,1503.000,1563.626,151.815,10.30,-7.985,0.105,15.697,0.112,1.0554,No
Auto_723,5260.02,2719.12,5260.05,2719.14,145.50891,44.30223,09h42m02.14s,+44d18m08.0s,200.0,1503.000,1891.162,148.174,12.76,-8.192,0.085,15.490,0.093,1.0554,No
Auto_724,1420.14,3373.55,1420.21,3373.53,143.96434,43.30695,09h35m51.44s,+43d18m25.0s,219.0,1500.000,1824.134,150.736,12.10,-8.153,0.090,15.529,0.097,1.0554,No
Auto_725,230.67,221.62,230.67,221.72,142.52578,44.07050,09h30m06.19s,+44d04m13.8s,140.0,1499.000,1950.462,155.627,12.53,-8.225,0.087,15.457,0.094,1.0554,No
Auto_726,5706.64,95.83,5706.74,95.72,144.96738,45.24603,09h39m52.17s,+45d14m45.7s,166.0,1490.000,2130.377,150.736,14.13,-8.321,0.077,15.361,0.086,1.0554,No
Auto_727,1228.19,2346.67,1228.15,2346.70,143.58521,43.59832,09h34m20.45s,+43d35m53.9s,193.0,1484.000,1678.191,152.966,10.97,-8.062,0.099,15.620,0.106,1.0554,No
Auto_728,3988.03,3151.55,3988.02,3151.57,145.05302,43.90455,09h40m12.72s,+43d54m16.4s,220.0,1483.000,1742.910,149.923,11.63,-8.103,0.093,15.579,0.101,1.0554,No
Auto_729,2935.36,2637.93,2935.34,2637.94,144.43263,43.85686,09h37m43.83s,+43d51m24.7s,253.0,1482.000,1701.949,150.437,11.31,-8.077,0.096,15.604,0.103,1.0554,No
Auto_730,2494.13,2147.78,2494.12,2147.78,144.09402,43.92495,09h36m22.56s,+43d55m29.8s,244.0,1481.000,1611.055,147.513,10.92,-8.018,0.099,15.664,0.106,1.0554,No
Auto_731,2589.33,2577.00,2589.33,2577.03,144.25960,43.80550,09h37m02.30s,+43d48m19.8s,223.0,1481.000,1604.844,149.002,10.77,-8.014,0.101,15.668,0.108,1.0554,No
Auto_732,428.09,2073.13,428.08,2073.15,143.15219,43.51953,09h32m36.53s,+43d31m10.3s,158.0,1473.000,1585.228,151.424,10.47,-8.000,0.104,15.682,0.110,1.0554,No
Auto_733,600.47,909.17,600.47,909.08,142.89012,43.92889,09h31m33.63s,+43d55m44.0s,146.0,1473.000,1694.567,155.149,10.92,-8.073,0.099,15.609,0.106,1.0554,No
Auto_734,919.07,1062.64,919.10,1062.55,143.07605,43.94670,09h32m18.25s,+43d56m48.1s,155.0,1469.000,1651.041,154.093,10.71,-8.044,0.101,15.637,0.108,1.0554,Yes
Auto_735,144.52,1752.37,144.47,1752.41,142.93446,43.56300,09h31m44.27s,+43d33m46.8s,146.0,1469.000,1668.979,150.878,11.06,-8.056,0.098,15.626,0.105,1.0554,No
Auto_736,3837.70,3475.18,3837.71,3475.17,145.07584,43.76859,09h40m18.20s,+43d46m06.9s,216.0,1468.000,1706.160,150.848,11.31,-8.080,0.096,15.602,0.103,1.0554,No
Auto_737,2103.75,3141.92,2103.74,3141.90,144.20290,43.52256,09h36m48.70s,+43d31m21.2s,241.0,1465.000,1640.021,147.594,11.11,-8.037,0.098,15.645,0.105,1.0554,No
Auto_738,1349.33,345.56,1349.35,345.52,143.05838,44.26717,09h32m14.01s,+44d16m01.8s,159.0,1455.000,1538.858,153.640,10.02,-7.968,0.108,15.714,0.115,1.0554,Yes
Auto_739,159.63,2563.89,159.63,2563.88,143.17588,43.30615,09h32m42.21s,+43d18m22.1s,185.0,1452.000,1693.473,150.508,11.25,-8.072,0.096,15.610,0.104,1.0554,No
Auto_740,4682.47,1620.04,4682.45,1620.05,144.93505,44.54452,09h39m44.41s,+44d32m40.3s,201.0,1446.000,1866.321,151.709,12.30,-8.177,0.088,15.504,0.096,1.0554,No
Auto_741,2985.29,15.65,2985.30,15.53,143.69871,44.71554,09h34m47.69s,+44d42m55.9s,165.0,1446.000,1710.437,149.190,11.46,-8.083,0.095,15.599,0.102,1.0554,No
Auto_742,4474.15,2042.64,4474.14,2042.65,144.96037,44.36464,09h39m50.49s,+44d21m52.7s,220.0,1444.000,1595.894,146.397,10.90,-8.008,0.100,15.674,0.106,1.0554,No
Auto_743,2242.42,1010.35,2242.46,1010.39,143.65253,44.24042,09h34m36.61s,+44d14m25.5s,180.0,1443.000,1781.896,153.046,11.64,-8.127,0.093,15.555,0.101,1.0554,No
Auto_744,2603.21,3696.67,2603.19,3696.69,144.58316,43.44527,09h38m19.96s,+43d26m43.0s,199.0,1442.000,1706.564,147.357,11.58,-8.080,0.094,15.602,0.101,1.0554,No
Auto_745,4634.87,3203.44,4634.82,3203.50,145.36039,44.01835,09h41m26.49s,+44d01m06.1s,187.0,1442.000,1626.631,151.241,10.76,-8.028,0.101,15.654,0.108,1.0554,No
Auto_746,2416.10,4094.27,2416.16,4094.26,144.61121,43.27825,09h38m26.69s,+43d16m41.7s,194.0,1442.000,1644.369,147.614,11.14,-8.040,0.097,15.642,0.104,1.0554,No
Auto_747,3899.42,1108.34,3899.43,1108.35,144.43135,44.55123,09h37m43.52s,+44d33m04.4s,180.0,1436.000,1620.437,149.516,10.84,-8.024,0.100,15.658,0.107,1.0554,No
Auto_748,2332.57,2766.41,2332.62,2766.36,144.19840,43.69124,09h36m47.62s,+43d41m28.5s,202.0,1436.000,1717.357,152.982,11.23,-8.087,0.097,15.595,0.104,1.0554,No
Auto_749,5203.28,3252.91,5203.29,3252.96,145.63198,44.11629,09h42m31.67s,+44d06m58.6s,188.0,1436.000,1780.818,152.098,11.71,-8.127,0.093,15.555,0.100,1.0554,No
Auto_750,3841.77,3859.23,3841.78,3859.22,145.18487,43.64430,09h40m44.37s,+43d38m39.5s,195.0,1430.000,1635.778,147.439,11.09,-8.034,0.098,15.648,0.105,1.0554,No
Auto_751,156.88,2858.71,156.84,2858.69,143.25957,43.21108,09h33m02.30s,+43d12m39.9s,172.0,1427.000,1496.532,155.169,9.64,-7.938,0.113,15.744,0.119,1.0554,No
Auto_752,3829.12,1160.51,3829.11,1160.55,144.41437,44.51990,09h37m39.45s,+44d31m11.7s,192.0,1426.000,1702.973,148.218,11.49,-8.078,0.094,15.604,0.102,1.0554,No
Auto_753,5984.53,4048.78,5984.49,4048.89,146.20496,44.01100,09h44m49.19s,+44d00m39.6s,163.0,1425.000,1831.974,151.121,12.12,-8.157,0.090,15.525,0.097,1.0554,No
Auto_754,2229.74,1448.18,2229.76,1448.18,143.77366,44.09646,09h35m05.68s,+44d05m47.3s,216.0,1419.000,1650.314,151.775,10.87,-8.044,0.100,15.638,0.107,1.0554,No
Auto_755,2481.89,454.73,2481.86,454.71,143.59889,44.46939,09h34m23.73s,+44d28m09.8s,197.0,1418.000,1725.830,150.129,11.50,-8.092,0.094,15.589,0.102,1.0554,No
Auto_756,2605.19,4005.82,2605.17,4005.84,144.67087,43.34546,09h38m41.01s,+43d20m43.7s,221.0,1417.000,1619.845,151.124,10.72,-8.024,0.101,15.658,0.108,1.0554,No
Auto_757,2569.84,2937.20,2569.84,2937.21,144.35342,43.68470,09h37m24.82s,+43d41m04.9s,224.0,1410.000,1669.234,149.969,11.13,-8.056,0.098,15.626,0.105,1.0554,No
Auto_758,3774.85,2060.23,3774.85,2060.24,144.64756,44.21655,09h38m35.41s,+44d12m59.6s,214.0,1399.000,1353.141,146.515,9.24,-7.828,0.118,15.853,0.123,1.0554,No
Auto_759,851.11,3161.06,851.12,3161.09,143.65182,43.25791,09h34m36.44s,+43d15m28.5s,200.0,1396.000,1514.616,148.190,10.22,-7.951,0.106,15.731,0.113,1.0554,Yes
Auto_760,2145.71,884.73,2145.69,884.71,143.57253,44.26076,09h34m17.41s,+44d15m38.7s,216.0,1396.000,1534.689,151.830,10.11,-7.965,0.107,15.717,0.114,1.0554,No
Auto_761,5693.83,2474.21,5693.86,2474.22,145.63798,44.46903,09h42m33.11s,+44d28m08.5s,159.0,1386.000,1577.997,151.477,10.42,-7.995,0.104,15.687,0.111,1.0554,Yes
Auto_762,3412.16,3871.04,3412.18,3871.06,144.99487,43.55340,09h39m58.77s,+43d33m12.2s,193.0,1384.000,1635.402,152.432,10.73,-8.034,0.101,15.648,0.108,1.0554,No
Auto_763,6093.17,2257.37,6093.29,2257.36,145.75952,44.61939,09h43m02.28s,+44d37m09.8s,149.0,1378.000,1653.813,147.989,11.18,-8.046,0.097,15.636,0.104,1.0554,No
Auto_764,2984.68,4171.16,2984.73,4171.13,144.88685,43.36908,09h39m32.84s,+43d22m08.7s,176.0,1377.000,1602.662,149.071,10.75,-8.012,0.101,15.670,0.108,1.0554,No
Auto_765,5785.10,2663.91,5785.09,2663.92,145.73260,44.42515,09h42m55.82s,+44d25m30.5s,176.0,1376.000,1552.737,152.010,10.21,-7.978,0.106,15.704,0.113,1.0554,No
Auto_766,1665.05,3329.83,1665.06,3329.83,144.06073,43.37151,09h36m14.57s,+43d22m17.5s,200.0,1373.000,1608.663,150.465,10.69,-8.016,0.102,15.666,0.108,1.0554,No
Auto_767,297.85,990.93,297.82,990.96,142.78034,43.83897,09h31m07.28s,+43d50m20.3s,144.0,1367.000,1554.419,156.775,9.91,-7.979,0.110,15.703,0.116,1.0554,No
Auto_768,2019.89,1188.71,2019.87,1188.71,143.60425,44.13653,09h34m25.02s,+44d08m11.5s,199.0,1367.000,1676.631,152.205,11.02,-8.061,0.099,15.621,0.105,1.0554,No
Auto_769,3446.27,1032.48,3446.28,1032.45,144.20336,44.48271,09h36m48.81s,+44d28m57.8s,176.0,1367.000,1614.507,151.915,10.63,-8.020,0.102,15.662,0.109,1.0554,No
Auto_770,387.57,441.33,387.55,441.31,142.65932,44.03359,09h30m38.24s,+44d02m00.9s,140.0,1366.000,1699.557,152.138,11.17,-8.076,0.097,15.606,0.104,1.0554,No
Auto_771,2478.21,2892.80,2478.20,2892.81,144.29969,43.68026,09h37m11.92s,+43d40m48.9s,224.0,1365.000,1602.598,148.842,10.77,-8.012,0.101,15.670,0.108,1.0554,No
Auto_772,3452.63,68.70,3452.65,68.69,143.92662,44.79537,09h35m42.39s,+44d47m43.3s,166.0,1361.000,1665.065,148.797,11.19,-8.054,0.097,15.628,0.104,1.0554,No
Auto_773,6223.42,2202.17,6223.46,2202.20,145.80357,44.66326,09h43m12.86s,+44d39m47.7s,156.0,1359.000,1788.613,150.221,11.91,-8.131,0.091,15.551,0.099,1.0554,No
Auto_774,2116.51,1610.12,2116.48,1610.17,143.76959,44.02063,09h35m04.70s,+44d01m14.3s,199.0,1357.000,1516.634,149.032,10.18,-7.952,0.107,15.730,0.113,1.0554,No
Auto_775,2565.79,3918.25,2565.80,3918.23,144.62870,43.36580,09h38m30.89s,+43d21m56.9s,205.0,1354.000,1615.687,149.601,10.80,-8.021,0.101,15.661,0.107,1.0554,No
Auto_776,3820.85,1668.23,3820.86,1668.25,144.55641,44.35339,09h38m13.54s,+44d21m12.2s,183.0,1350.000,1534.620,149.217,10.28,-7.965,0.106,15.717,0.112,1.0554,No
Auto_777,3010.92,1350.51,3010.88,1350.54,144.09779,44.28992,09h36m23.47s,+44d17m23.7s,182.0,1342.000,1734.957,150.740,11.51,-8.098,0.094,15.584,0.102,1.0554,No
Auto_778,5263.02,2111.89,5263.04,2111.88,145.33957,44.50125,09h41m21.50s,+44d30m04.5s,172.0,1340.000,1547.907,149.505,10.35,-7.974,0.105,15.707,0.111,1.0554,No
Auto_779,4915.71,607.51,4915.76,607.51,144.75150,44.92082,09h39m00.36s,+44d55m14.9s,143.0,1340.000,1732.184,150.884,11.48,-8.096,0.095,15.585,0.102,1.0554,Yes
Auto_780,4473.14,631.83,4473.14,631.83,144.55584,44.82298,09h38m13.40s,+44d49m22.7s,200.0,1340.000,1744.782,150.086,11.63,-8.104,0.093,15.578,0.101,1.0554,No
Auto_781,4449.98,4132.29,4450.02,4132.30,145.53461,43.67786,09h42m08.31s,+43d40m40.3s,199.0,1329.000,1506.499,151.376,9.95,-7.945,0.109,15.737,0.115,1.0554,No
Auto_782,880.46,614.52,880.40,614.57,142.92820,44.08224,09h31m42.77s,+44d04m56.1s,143.0,1329.000,1585.638,151.116,10.49,-8.001,0.103,15.681,0.110,1.0554,No
Auto_783,5975.88,2047.84,5975.90,2047.83,145.64715,44.66461,09h42m35.32s,+44d39m52.6s,147.0,1323.000,1534.073,150.844,10.17,-7.965,0.107,15.717,0.113,1.0554,No
