id,ra_deg,dec_deg,V_mag,B_mag,raw_g,raw_r,raw_G,raw_BP,raw_RP
online_74,144.12777863285,43.94392774482,16.540118634635903,18.241261172788718,nan,nan,16.98554,17.97495,15.998072
online_75,144.27484942075,43.96886762202,16.53586498815313,17.495684316279355,nan,nan,16.682781,17.083614,16.09612
online_76,144.29979813598,43.9720463912,11.448313172090453,12.623189117226554,nan,nan,11.670455,12.235993,10.95785
online_77,144.35565849625,44.00196389736,16.66869703534713,17.56258378861951,nan,nan,16.795357,17.159492,16.261667
online_78,144.29023280668,43.98577417043,15.325781123057174,16.691076182203055,nan,nan,15.623881,16.33786,14.804789
online_79,144.30725341509,44.00224310836,14.746444822178617,16.882909041751084,nan,nan,15.38987,16.773443,14.232892
online_80,144.33250973905,44.03766932412,17.7607221803134,18.6078228183266,nan,nan,17.873922,18.207104,17.373064
online_81,144.23573025651,44.00873985098,17.852724480369854,18.977059936930196,nan,nan,18.056053,18.57588,17.365786
online_82,144.2985600511,44.04245027726,16.848341527976554,18.220160075416924,nan,nan,17.149166,17.869112,16.327349
online_83,144.07970967746,43.92448628096,16.59094528572627,18.184677820141097,nan,nan,16.988003,17.89965,16.063883
online_84,144.09395061317,43.92491443512,14.088250600871396,15.256704447816533,nan,nan,14.307967,14.868922,13.599417
online_85,144.07398249249,43.92984535413,15.314152320754511,16.273404665973988,nan,nan,15.460888,15.867973,14.881249
online_86,144.05107537553,43.96415701941,14.492882835187288,16.89921067790136,nan,nan,15.25283,16.888037,14.004875
online_87,144.12787351079,43.95674651164,16.591778421092442,17.96898124488932,nan,nan,16.894857,17.6269,16.077965
online_88,144.15587849935,44.01862444225,16.795602946988694,17.550293209822183,nan,nan,16.884624,17.161583,16.453901
online_89,144.12405924758,44.00721814788,14.851456810246237,16.01612729426677,nan,nan,15.069749,15.631263,14.366848
online_90,144.12308644354,44.00490118916,16.684011599757447,17.586237097051374,nan,nan,16.813152,17.180622,16.271442
online_91,144.11338598458,44.01046333039,13.646265710373427,14.458540372545192,nan,nan,13.749967,14.057289,13.270811
online_92,144.12475719742,44.02124248138,17.8957337691222,19.88476244553137,nan,nan,18.47262,19.626427,17.27528
online_93,144.04748609699,43.98105752154,17.776862687432953,19.538171561005033,nan,nan,18.249662,19.281004,17.225428
online_94,144.03764516667,43.97646134396,17.989719529574334,20.419943234598865,nan,nan,18.759514,20.403418,17.490175
online_95,144.08116590073,44.014796938,17.870477176708338,18.6416775206707,nan,nan,17.963573,18.253267,17.522974
online_96,144.02464048208,43.99334739953,16.839778827281386,17.57890540829585,nan,nan,16.92506,17.19367,16.507317
online_97,144.08771633201,44.02975199782,12.305716050056082,13.01181593858468,nan,nan,12.383394,12.627501,11.986454
online_98,144.09230565123,44.03712410174,16.016151189277767,17.12662242236036,nan,nan,16.214432,16.735384,15.543985
online_99,144.11532148637,44.08694423035,14.33457302162529,15.666041927318945,nan,nan,14.618662,15.30283,13.814874
online_100,144.21279994488,44.04303592576,14.435293608058425,15.160571633906088,nan,nan,14.517331,14.770979,14.103616
online_101,144.22138225673,44.06672150356,11.263075352454969,11.805309953020531,nan,nan,11.310202,11.436827,11.021457
online_102,144.22094963285,44.06613996835,16.059628579872264,16.971151783873573,nan,nan,16.191563,15.393757,14.471921
online_103,144.18527523267,44.07560230842,14.940135712670536,15.815454482835756,nan,nan,15.06136,15.414097,14.541571
online_104,144.25166612232,44.06888016601,16.8485775062767,18.204571269946374,nan,nan,17.142805,17.796741,16.276068
online_105,144.21344525115,44.09476413436,17.75856605329532,19.208924887701734,nan,nan,18.092718,18.875141,17.228949
online_106,144.14292228128,44.12912197183,12.71008564887552,13.599098327305706,nan,nan,12.835307,13.200803,12.309617
online_107,144.20949013778,44.14965082313,14.634122106192187,16.958796966378827,nan,nan,15.359771,16.926,14.145942
online_108,144.24862904995,44.14945083056,14.03019531269014,14.979960525689176,nan,nan,14.173929,14.579998,13.606161
online_109,144.19859439911,44.14804078978,15.439681441130755,16.48776035967788,nan,nan,15.615888,16.087372,14.980252
online_110,144.21092148622,44.15326733418,16.215279906056594,17.568814387991967,nan,nan,16.508486,17.205133,15.687739
online_111,144.36891572279,44.02121675927,11.099966596272814,11.880365530160988,nan,nan,11.19538,11.485774,10.74289
online_112,144.3526121735,44.0251460839,17.446543139187895,18.542121017631583,nan,nan,17.639458,18.148455,16.977152
online_113,144.36485429326,44.06034527089,17.694036703586303,18.49035940973074,nan,nan,17.793541,18.114824,17.350155
online_114,144.39156540458,44.06583031089,17.523348435804238,19.06102306101017,nan,nan,17.89554,18.759249,16.99744
online_115,144.46114431324,44.10434336161,17.976485067863727,18.98103556159278,nan,nan,18.137949,18.575073,17.526892
online_116,144.42269835986,44.09461603111,17.58037651770232,18.27763352746856,nan,nan,17.656097,17.881094,17.252188
online_117,144.43952907708,44.12761755238,13.371118427954073,14.370810210451769,nan,nan,13.530972,13.972031,12.930436
online_118,144.4155250493,44.12679216057,15.564120538298077,16.97177677924038,nan,nan,15.880036,16.566622,14.977158
online_119,144.43358382784,44.14331101629,15.993312583124611,17.115254261705992,nan,nan,16.195766,16.726591,15.519724
online_120,144.37074790937,44.09251824463,17.709356746250503,18.631631798675446,nan,nan,17.844559,18.228895,17.29243
online_121,144.33908399163,44.12930223198,15.765247067484767,16.86757890571305,nan,nan,15.960588,16.467485,15.287067
online_122,144.45796970653,44.16047025654,12.334479079571922,13.061670932494236,nan,nan,12.41696,12.676091,12.006103
online_123,144.44708036123,44.14732793914,17.340056665445353,18.64148673870619,nan,nan,17.611876,18.294737,16.846907
online_124,144.48050593197,44.17848472609,16.64313537822994,18.049076463737357,nan,nan,16.958324,17.705008,16.117825
online_125,144.58128317024,44.20999292997,17.41829294634517,18.215855790565925,nan,nan,17.51812,17.815313,17.048948
online_126,144.57757290477,44.21512985531,14.777409343149989,15.788026221615892,nan,nan,14.940894,15.37696,14.320558
online_127,144.44013677115,44.15880342591,15.711611061910185,16.533655720033632,nan,nan,15.817931,16.134336,15.334508
online_128,144.46132289731,44.17465218827,11.936311229792393,12.994126097884925,nan,nan,12.115891,12.595791,11.475504
online_129,144.43225959187,44.16844340753,13.684357093845719,14.443763893148006,nan,nan,13.774531,14.049834,13.335691
online_130,144.44562203721,44.19384892967,14.329604093160853,15.192464443172092,nan,nan,14.44725,14.792114,13.936574
online_131,144.4867243895,44.21543619937,17.01050230173921,18.17918510446679,nan,nan,17.230305,17.712612,16.442799
online_132,144.48324960576,44.21905263787,7.419705469645235,8.88065237982061,nan,nan,7.758419,8.550187,6.889948
online_133,144.45134821723,44.22413242976,17.425911882547023,19.03803451357058,nan,nan,17.83119,18.753483,16.8935
online_134,144.50630269714,44.20916878161,16.78690014707685,18.25874174017567,nan,nan,17.130323,17.930395,16.25571
online_135,144.52201120959,44.27176133412,11.955053007942647,13.05896415931548,nan,nan,12.150963,12.665876,11.483327
online_136,144.50112501512,44.28221161294,17.498758953610174,18.37765159880823,nan,nan,17.62102,17.97569,17.098293
online_137,144.49696645726,44.27412869004,17.446545951295896,19.2099431136142,nan,nan,17.920298,18.975967,16.917664
online_138,144.51306826561,44.27874637115,17.61167843651521,19.556803338201096,nan,nan,18.168543,19.365696,17.07125
online_139,144.28963651041,44.12479860392,17.868154559672,19.956977713389936,nan,nan,18.49023,19.831352,17.351833
online_140,144.31091636034,44.15626666539,15.682851549746047,16.630517716417685,nan,nan,15.825925,16.22044,15.249455
online_141,144.31248523523,44.147707278,17.935971126996378,19.80359273143158,nan,nan,18.457386,19.560125,17.366106
online_142,144.28896422425,44.16716224424,17.872725036750936,19.722115434176118,nan,nan,18.385794,19.51169,17.341356
online_143,144.35547145808,44.18189188465,12.628338628091827,13.381636224730434,nan,nan,12.717021,12.99245,12.286676
online_144,144.37877347831,44.18968714204,16.91414916742974,17.909107927846737,nan,nan,17.072441,17.510979,16.475801
online_145,144.34688760882,44.22453246077,17.247208521485778,19.083708189937717,nan,nan,17.754377,18.858046,16.704473
online_146,144.28340118302,44.17696655755,17.366758585902822,18.507237259900766,nan,nan,17.576027,18.111734,16.879887
online_147,144.28091791072,44.20124572812,15.645232710135849,17.03110577152978,nan,nan,15.951951,16.676998,15.116518
online_148,144.29703555477,44.20996871258,16.98929871595948,18.462379026502088,nan,nan,17.333258,18.14641,16.470083
online_149,144.24590005272,44.19578922922,17.723937234760733,18.588006756172227,nan,nan,17.841928,18.195236,17.338047
online_150,144.27851474822,44.24047545206,15.625006179867857,16.80343748691799,nan,nan,15.848495,15.943667,14.660743
online_151,144.28217233219,44.24254483659,17.10906071889,19.250526562567853,nan,nan,17.754717,19.119276,16.572327
online_152,144.33353573898,44.22882393842,13.841043523746672,14.77174777161252,nan,nan,13.978835,14.372237,13.424308
online_153,144.31382060435,44.23356628984,15.401813423179224,16.57257701099771,nan,nan,15.622401,16.183786,14.911174
online_154,144.31691755111,44.24941751425,13.477879607223052,14.52005781872488,nan,nan,13.652055,14.12342,13.024283
online_155,144.31000204762,44.26163560208,15.994459719588015,17.552609692642644,nan,nan,16.375698,17.244331,15.455484
online_156,144.44319317189,44.27137906255,12.585937789890927,13.592329941224904,nan,nan,12.748014,13.192364,12.141687
online_157,144.38616962726,44.2411914692,15.784681615165352,16.88022467334256,nan,nan,15.977584,16.473919,15.302663
online_158,144.43687442286,44.29901992506,15.612183497830255,16.44902841387026,nan,nan,15.722539,16.046656,15.226615
online_159,144.42968861683,44.30064663169,14.518299003866488,15.516578962355307,nan,nan,14.677686,15.113934,14.074253
online_160,144.37947095445,44.30907466497,16.41698865388825,17.436143025486828,nan,nan,16.583336,17.004526,15.936558
online_161,144.06928299573,44.07866795179,17.22685441376143,18.691590333782962,nan,nan,17.567204,18.361467,16.696203
online_162,144.0846495111,44.09510411493,12.962087235118613,13.77532481334064,nan,nan,13.066045,13.380178,12.592384
