id,ra_deg,dec_deg,V_mag,B_mag,raw_g,raw_r,raw_G,raw_BP,raw_RP
online_821,143.78069444,43.69575505,15.812807897126586,16.370639698910892,15.994999885559082,15.670999526977539,nan,nan,nan
online_822,143.69247705,43.67806697,15.643459420867432,16.14341814099219,15.79800033569336,15.529000282287598,nan,nan,nan
online_823,143.70542531,43.67971124,15.785141200642212,17.20117378310279,16.375,15.25100040435791,nan,nan,nan
online_824,143.7169953,43.70130228,16.645955234381837,17.806704872422852,17.114999771118164,16.22599983215332,nan,nan,nan
online_825,143.73901446,43.69471983,16.838661087697258,18.382782271016623,17.48900032043457,16.24799919128418,nan,nan,nan
online_826,143.71505961,43.74288832,17.546216365957516,18.533600669574227,17.933000564575195,17.204999923706055,nan,nan,nan
online_827,143.73828838,43.73538814,15.09428677812207,16.127851263702148,15.503000259399414,14.732000350952148,nan,nan,nan
online_828,143.73852808,43.73523129,15.122286656051758,16.155851141631835,15.531000137329102,14.760000228881836,nan,nan,nan
online_829,143.77580672,43.79439475,17.801324181696284,19.016166593272473,18.29599952697754,17.35700035095215,nan,nan,nan
online_830,143.77254568,43.79492419,15.437108850229002,16.052958935284185,15.647000312805176,15.267999649047852,nan,nan,nan
online_831,143.95181955,43.66856171,12.622675772120237,13.220577319284915,12.824000358581543,12.461999893188477,nan,nan,nan
online_832,143.91287985,43.65310494,16.809670101331054,18.290212455418953,17.43000030517578,16.246999740600586,nan,nan,nan
online_833,144.0226905,43.71638027,16.74780517595215,17.433467452661137,16.990999221801758,16.54599952697754,nan,nan,nan
online_834,144.01455404,43.71169332,16.422980064231435,17.581569641434587,16.891000747680664,16.003999710083008,nan,nan,nan
online_835,143.89001796,43.68394395,16.475149278600586,17.080438594898443,16.68000030517578,16.31100082397461,nan,nan,nan
online_836,143.9334002,43.72496189,17.956396584245116,19.454460356290046,18.584999084472656,17.38599967956543,nan,nan,nan
online_837,143.96124649,43.73117073,16.89174931050415,17.81698299215088,17.249000549316406,16.57900047302246,nan,nan,nan
online_838,143.96181187,43.73058452,17.38431467849316,18.512665015572274,17.83799934387207,16.979000091552734,nan,nan,nan
online_839,143.98958364,43.74659757,17.21641998676758,17.733199226293948,17.378999710083008,17.0939998626709,nan,nan,nan
online_840,144.07435992,43.75845688,17.483732482693593,18.70615960736672,17.98200035095215,17.035999298095703,nan,nan,nan
online_841,144.02934182,43.74758957,13.512271990063477,14.081695430273438,13.699999809265137,13.364999771118164,nan,nan,nan
online_842,144.08683545,43.78815781,14.147690909991942,14.741370636681152,14.347000122070312,13.98900032043457,nan,nan,nan
online_843,144.0894934,43.76022297,16.058019096691154,16.879671927772478,16.365999221801758,15.793000221252441,nan,nan,nan
online_844,144.1361206,43.81740017,14.843645043640135,15.561110448303225,15.10200023651123,14.626999855041504,nan,nan,nan
online_845,144.10451,43.84769,17.760101486376954,18.166719405786136,17.8700008392334,17.690000534057617,nan,nan,nan
online_846,144.10587664,43.82967107,15.359755313916015,15.934449874792481,15.550000190734863,15.210000038146973,nan,nan,nan
online_847,144.03186457,43.81777034,15.77218074900988,16.64183197579616,16.10300064086914,15.484999656677246,nan,nan,nan
online_848,144.03315772,43.79919469,15.93491428954235,16.693785915239033,16.21299934387207,15.699000358581543,nan,nan,nan
online_849,144.00072213,43.82695165,15.73937075925769,16.4112659048855,15.97599983215332,15.543999671936035,nan,nan,nan
online_850,144.04943294,43.82715999,17.306844498901366,18.56070991271973,17.81999969482422,16.844999313354492,nan,nan,nan
online_851,144.0984925,43.86001259,17.666752482305167,19.109004877308617,18.268999099731445,17.121000289916992,nan,nan,nan
online_852,144.10086853,43.86251538,16.65201291366748,18.076783056332033,17.246000289916992,16.11400032043457,nan,nan,nan
online_853,144.03609775,43.84280815,16.391512289384263,17.214233111661162,16.700000762939453,16.125999450683594,nan,nan,nan
online_854,143.85136386,43.78182395,13.860328467959473,15.362775559198242,14.491000175476074,13.288000106811523,nan,nan,nan
online_855,143.87546742,43.79306986,11.231521161115234,11.699974401402345,11.371000289916992,11.131999969482422,nan,nan,nan
online_856,143.94122615,43.81149187,16.609720113067628,17.194960515441895,16.80500030517578,16.454999923706055,nan,nan,nan
online_857,143.9296438,43.79893393,13.847171676658204,14.446128044083496,14.048999786376953,13.685999870300293,nan,nan,nan
online_858,143.95059183,43.80584375,14.552004592985352,15.942935233890136,15.130000114440918,14.029000282287598,nan,nan,nan
online_859,143.96038995,43.80586911,14.116365683612058,14.654187600976568,14.288999557495117,13.984000205993652,nan,nan,nan
online_860,143.8863383,43.79509676,15.453835033459471,16.36836927023926,15.805999755859375,15.145999908447266,nan,nan,nan
online_861,143.91590087,43.83235432,17.124399693223385,17.789943747098153,17.357999801635742,16.93199920654297,nan,nan,nan
online_862,143.85923761,43.81160094,16.652350053317377,17.498523953423835,16.972000122070312,16.375999450683594,nan,nan,nan
online_863,143.80467755,43.7936689,15.969915368327515,17.17717851780054,16.461000442504883,15.529000282287598,nan,nan,nan
online_864,143.81428432,43.82667707,16.931204783935534,17.86179100891116,17.291000366210938,16.615999221801758,nan,nan,nan
online_865,143.89009494,43.85776348,17.32762568374805,18.873940893246093,17.979000091552734,16.736000061035156,nan,nan,nan
online_866,143.86146413,43.86525074,14.622781582263183,15.478555693811037,14.946999549865723,14.342000007629395,nan,nan,nan
online_867,143.8642235,43.84459622,17.23852917667187,18.662207607349618,17.832000732421875,16.701000213623047,nan,nan,nan
online_868,143.87453964,43.87159615,15.658645178103638,16.264990657281498,15.86400032043457,15.494000434875488,nan,nan,nan
online_869,143.88331725,43.86949981,14.16940984568005,14.832837252914805,14.402000427246094,13.977999687194824,nan,nan,nan
online_870,143.96797543,43.83086319,17.775733796603514,18.35675568865333,17.9689998626709,17.62299919128418,nan,nan,nan
online_871,143.953597,43.84482269,17.336040075113036,18.342744770428226,17.73200035095215,16.986000061035156,nan,nan,nan
online_872,143.96319783,43.85080649,17.0420602511958,18.046616558155282,17.437000274658203,16.69300079345703,nan,nan,nan
online_873,143.95260417,43.84489074,15.811290146984131,16.50013099448389,16.055999755859375,15.607999801635742,nan,nan,nan
online_874,143.95455027,43.8690443,9.87834357746777,10.791807725740727,10.229999542236328,9.571000099182129,nan,nan,nan
online_875,143.97539409,43.88994448,14.198502137667965,14.840770611749031,14.420999526977539,14.017000198364258,nan,nan,nan
online_876,144.00349849,43.87933552,14.487526348922607,15.308115301422367,14.795000076293945,14.222999572753906,nan,nan,nan
online_877,144.02629893,43.89057218,10.176121734328737,10.505419342621828,10.24899959564209,10.142999649047852,nan,nan,nan
online_878,143.9988534,43.8937422,16.49190196731614,17.01604611724761,16.658000946044922,16.365999221801758,nan,nan,nan
online_879,143.89651165,43.89989542,16.15308690958423,17.387433045760744,16.656999588012695,15.699999809265137,nan,nan,nan
online_880,143.93784355,43.9090088,16.34252989438769,17.350308855938973,16.73900032043457,15.991999626159668,nan,nan,nan
online_881,143.94677315,43.91843781,14.555457547151367,15.306892690731445,14.829999923706055,14.322999954223633,nan,nan,nan
online_882,143.99268333,43.94423083,13.816942507385743,14.472961649657227,14.045999526977539,13.628999710083008,nan,nan,nan
online_883,144.00116214,43.93187903,16.3189799726787,17.477569549881853,16.78700065612793,15.899999618530273,nan,nan,nan
